,alpha,beta,delta_m,eta_spin,lam,lamb,mmax,mmin,mpp,mu_chi_1,mu_chi_1_at_0,mu_chi_2,mu_chi_2_at_0,rho_chi_1,rho_chi_2,sigma_chi_1,sigma_chi_1_at_0,sigma_chi_2,sigma_chi_2_at_0,sigma_spin,sigpp,xi_spin
1038,2.9834476,0.26224995,3.1852546,0.7503587,0.066039205,3.2166004,85.967415,5.8815775,34.647133,0.31909198,0.21716847,0.46523502,0.06490164,0.8951199,0.6732515,0.5691357,0.11731497,0.7464133,0.05322521,2.7332783,3.3385174,0.75373393
1039,2.9867754,-0.85746384,5.2514243,0.9292624,0.06928227,3.4304695,82.512886,4.943897,34.86772,0.4733299,0.28196454,0.57489747,0.15073897,-0.7422856,0.008422613,0.27482724,0.11023337,0.592804,0.02386349,2.5990727,1.6231481,0.36906055
1040,2.7899308,-0.5334053,5.0739923,0.9925729,0.07833798,2.8736305,88.65486,4.7811165,37.15538,0.4995032,0.25432923,0.6193052,0.200064,-0.07252693,-0.58159363,0.19940409,0.16506782,0.11354206,0.032992102,2.3580935,1.655679,0.43344203
1041,4.6502457,4.7541127,5.3324947,0.8890085,0.030362366,3.8656416,80.02366,5.105219,29.304014,0.04641054,0.05674675,0.2413513,0.13419114,-0.9983915,0.55491257,0.9474315,0.60277563,0.60153353,0.36037657,1.3128611,7.873632,0.5022746
1042,3.2178035,0.098715305,6.4338756,0.9428531,0.033896793,1.8189573,89.32776,4.599348,33.344986,0.009763086,0.24366355,0.4944655,0.069869064,0.67578423,0.036774755,0.22313781,0.02322356,0.4117858,0.6712326,1.199407,1.4484286,0.34961244
1043,2.911707,-0.7799455,7.3218946,0.74313873,0.04677483,4.9647827,75.55655,3.3415208,36.202667,0.3392705,0.18999034,0.2551177,0.55465436,-0.27436507,0.5999168,0.0929059,0.101315945,0.68629366,0.34944335,2.6750736,2.1123836,0.7516418
1044,3.9930005,2.6012807,2.6381307,0.8773993,0.040606987,1.6459332,84.10645,5.8627243,31.829948,0.7458082,0.21636295,0.88086724,0.014232744,0.56726575,-0.78681886,0.3535281,0.052127633,0.78301525,0.10599034,1.1546853,4.802783,0.44338396
1045,3.281732,0.39279628,7.332858,0.8781815,0.022737127,4.080592,95.855896,4.4296436,35.785767,0.24361978,0.19969645,0.10107823,0.05251895,-0.22168213,-0.99417263,0.44328284,0.12748377,0.39360318,0.4508374,1.3288524,4.636784,0.76359576
1046,3.6330123,2.099176,3.402391,0.8073224,0.036011484,4.579526,75.1831,5.366782,35.481995,0.76897496,0.15340838,0.9173573,0.006153952,0.47169518,-0.31059343,0.5677682,0.09218229,0.504541,0.015825015,2.3124294,3.8618762,0.7332729
1047,3.2547112,1.5409796,3.8871837,0.7901107,0.035896312,4.5295544,82.041855,5.406208,35.11064,0.79435134,0.24683481,0.62235624,0.013294444,0.89728034,-0.1747157,0.45731303,0.21324655,0.7642049,0.03309127,2.2955015,3.5767174,0.3938277
1048,3.5290685,2.5301447,5.326911,0.89021003,0.05180783,3.6173878,78.28737,5.85324,34.234303,0.09844833,0.16135888,0.18100473,0.508334,-0.91603535,-0.18044668,0.45503113,0.054169577,0.20265843,0.58535033,3.0675845,4.869791,0.74194103
1049,3.0218172,1.0460272,1.4016055,0.81005293,0.10461244,1.1348143,92.07837,5.136525,30.102938,0.43788874,0.13076922,0.23233743,0.036714207,0.67095494,0.92940533,0.18660009,0.14281783,0.20842057,0.075220175,0.9754283,7.159853,0.53690135
1050,3.5957966,0.47910523,6.1389036,0.8802123,0.03741199,2.84198,82.10568,4.1356087,36.845055,0.3224711,0.17203704,0.61267036,0.295321,-0.83016604,0.35253036,0.7891958,0.048246086,0.5553012,0.21603118,1.7520404,2.4183624,0.5917229
1051,3.404439,1.6387501,1.4816296,0.8157276,0.088854134,4.3662977,86.321365,5.6871395,31.960339,0.5628587,0.17737778,0.5346482,0.02054475,0.72550166,-0.5303437,0.20870057,0.21539941,0.76850396,0.04692495,1.4924383,3.0825074,0.6388228
1052,4.0868435,-0.52315545,6.0249386,0.8393512,0.031761996,4.0018854,93.843475,5.6782722,36.218998,0.28674453,0.14222313,0.17724083,0.0044261203,-0.7105782,0.5804702,0.49098763,0.103465,0.1089602,0.3546916,1.091943,2.4640436,0.650839
1053,3.578082,1.4472923,6.74479,0.86328876,0.031749822,5.109747,90.16459,4.945201,32.690815,0.72995394,0.20373482,0.96600384,0.0075420532,-0.21270895,-0.6184881,0.4343265,0.25984535,0.90970546,0.0471867,1.95137,1.9279869,0.62517184
1054,3.7160625,1.2560604,5.4380484,0.8109804,0.016410267,1.6126251,98.05033,4.7771063,34.851517,0.43670723,0.19873516,0.15607163,0.29820824,0.4902656,-0.24203789,0.888394,0.071195744,0.93035156,0.30579415,2.7660263,6.5434194,0.643223
1055,3.6066465,0.6762998,9.089821,0.8823085,0.018085701,4.8858604,93.27768,4.026672,33.548206,0.3620069,0.15095384,0.2170329,0.06975999,-0.86864525,0.60442567,0.34348902,0.3117558,0.061029404,0.08465194,0.6740468,1.554585,0.54840964
1056,4.0399046,0.10949588,7.733382,0.9618878,0.005586422,3.7838326,80.77076,3.4856505,36.92334,0.45712104,0.42581153,0.9185155,0.028980939,-0.891994,-0.9588132,0.67176956,0.36932847,0.34796286,0.3048289,2.5746005,4.6473336,0.008136226
1057,3.4033613,0.71530724,5.9943786,0.70916647,0.029279707,3.4355717,99.08462,4.6555777,32.294193,0.5431874,0.074526265,0.42142442,0.096957564,-0.51184404,-0.99418646,0.62499845,0.27865982,0.42756394,0.112819314,0.58821464,2.2504907,0.2354587
1058,3.8034563,0.7322118,4.3867965,0.904696,0.017580507,4.7535124,95.68702,5.3103037,35.020622,0.65392363,0.07453775,0.6283275,0.3454987,-0.09011704,-0.985945,0.2740331,0.10306832,0.1974168,0.0940739,1.7425336,6.5741425,0.35608757
1059,3.3854756,-0.24765253,3.8304424,0.60462064,0.043356977,3.7560987,85.5056,5.6836224,34.379227,0.08643108,0.2815476,0.098026395,0.032355078,0.56379855,0.1346085,0.25275937,0.10909398,0.9098216,0.8304972,2.2618396,1.1278839,0.84775674
1060,3.4534035,0.8308737,4.335529,0.85443836,0.071327545,2.5738726,85.68383,5.556139,34.17609,0.0690014,0.07738821,0.30902615,0.42799965,-0.64903235,-0.9549676,0.38921183,0.38842222,0.05795534,0.28013355,1.2388649,6.2416315,0.39338803
1061,3.4656935,1.0021715,4.34993,0.7252399,0.13112834,1.8134575,82.64939,4.742326,34.762867,0.08942234,0.08044151,0.12892984,0.13363878,-0.80364174,-0.981986,0.48995426,0.16139907,0.04661843,0.3467433,0.9054744,5.7364225,0.7870234
1062,3.3753676,0.46855712,3.1438246,0.8294995,0.02224869,3.441557,95.24152,4.9656053,32.883156,0.36045632,0.094461165,0.19205604,0.21362886,-0.954066,0.16487253,0.28639084,0.39303654,0.9203424,0.403222,3.3677185,2.8340979,0.25635362
1063,3.895296,3.087781,3.1053562,0.721038,0.05163796,3.499384,81.72403,5.352347,34.745365,0.612949,0.2983827,0.19160919,0.07042568,-0.029633582,-0.84260285,0.39519453,0.022530288,0.5343169,0.16033524,1.4779027,3.6357903,0.1904929
1064,3.2669554,-0.4629295,5.125247,0.83316696,0.026213998,4.429409,78.43032,5.3138204,35.018696,0.8690939,0.21422608,0.24695015,0.0994733,0.47404134,0.7122549,0.41856095,0.15016292,0.5462221,0.12979567,3.9760106,2.444391,0.781788
1065,3.8916416,0.27670765,3.8360615,0.9794982,0.028456861,5.5523443,87.70711,5.610894,34.735374,0.35105348,0.0915324,0.9011016,0.20990412,-0.4399901,0.8909209,0.03872426,0.23520276,0.76511145,0.11757778,3.9528272,1.4931338,0.40774646
1066,3.8546472,-0.55678046,5.3601227,0.61933637,0.031440955,5.073513,96.77598,4.7232666,35.05082,0.4280242,0.23353913,0.6420036,0.054896686,-0.580797,0.83288765,0.841055,0.2044878,0.98579,0.20060919,3.6678958,5.3040447,0.6423016
1067,3.735928,1.3019993,5.8917923,0.986642,0.01694643,3.2041397,99.059975,5.0726986,34.34542,0.1626918,0.2141099,0.5373635,0.42314306,0.55029655,0.88983047,0.43195966,0.07711343,0.98554933,0.11715063,2.8044832,2.0754516,0.9073915
1068,4.3764906,-0.5258999,6.66446,0.9485016,0.0136851715,6.3340626,89.19211,4.7739916,33.318546,0.686955,0.13621217,0.5604659,0.06673933,0.90220904,-0.84121907,0.83587873,0.21484146,0.94928956,0.3471668,1.0396209,6.141804,0.18710247
1069,3.5659404,0.5082133,5.0400524,0.9862004,0.019972278,5.1263885,93.30584,4.965599,33.50214,0.5555914,0.21030015,0.046203855,0.2924906,-0.8376726,0.26751518,0.10814748,0.1998988,0.47892222,0.101756334,2.0536597,1.7864636,0.9925518
1070,4.251074,3.615028,4.1894026,0.8567691,0.07224247,2.6848307,78.38604,5.522174,29.023777,0.13395794,0.23637438,0.94477105,0.013328169,0.04936731,-0.098290205,0.93562716,0.10479641,0.31383935,0.17827067,3.5499237,8.693962,0.013165636
1071,4.012043,0.47827506,3.4015524,0.96285105,0.03389533,4.977085,99.658516,5.822936,28.383312,0.63875514,0.22163443,0.10253478,0.17923523,-0.82675546,-0.89947426,0.82084113,0.38439992,0.7444717,0.2726237,0.2900176,5.667667,0.06797916
1072,3.3487563,-0.05330348,5.741216,0.79385436,0.05369236,1.6201782,77.42116,5.40555,32.82883,0.33517706,0.21518798,0.6078312,0.058551114,0.66792095,0.80831075,0.1764062,0.12067031,0.07217206,0.18845144,3.6612043,3.9174788,0.86844915
1073,3.494382,1.3178933,4.538434,0.80385554,0.076347455,2.6727161,78.51197,5.4599743,32.172733,0.2532954,0.16603424,0.22957395,0.05208484,0.80166674,0.9197639,0.10868569,0.26034895,0.10361531,0.6888348,3.177671,4.9333677,0.88848454
1074,3.6550426,1.2124469,6.0949936,0.8548496,0.020433092,2.7652512,76.59599,4.6772275,35.87494,0.77135974,0.33901668,0.6287019,0.009173267,-0.9647506,0.7457825,0.35795897,0.76302373,0.37639552,0.25271118,2.045103,1.872884,0.8487319
1075,3.3183417,1.3033271,5.1654177,0.789279,0.02469243,2.704506,76.77546,4.7261705,35.97336,0.8836096,0.10847928,0.3901859,0.0044240057,-0.92483187,0.114771366,0.70812935,0.70207465,0.73760736,0.6429026,1.8991265,3.821602,0.7171149
1076,3.500297,0.3819921,5.7867904,0.890347,0.030494764,4.9405346,92.97666,5.2663107,32.942116,0.062056616,0.2231685,0.31052196,0.24187885,0.5753596,0.40755713,0.27320638,0.037658338,0.34235716,0.02108943,2.1648467,3.1634517,0.5082212
1077,3.8267598,2.0970163,5.671597,0.51657903,0.031029744,2.4879322,75.12453,5.4097548,36.25701,0.34519628,0.12662704,0.08604826,0.02952669,-0.56985664,-0.67850125,0.1815238,0.2817484,0.13001165,0.0028840895,1.4007336,4.076453,0.77201396
1078,3.8808146,0.4821241,3.6556473,0.75528204,0.054170657,5.3644037,94.37701,5.805213,29.798431,0.13742396,0.1544882,0.2553475,0.5729776,0.8463807,0.7103174,0.16582754,0.30773577,0.18828985,0.76350963,2.764598,6.0331764,0.4472918
1079,3.7295198,0.9361546,4.2803106,0.5369553,0.08137241,3.6741552,76.59193,5.0252686,24.133917,0.05037035,0.25252897,0.15933034,0.6525497,0.25884295,0.29849792,0.26402694,0.0775353,0.3768889,0.8394208,2.9799588,9.404763,0.6676937
1080,3.352065,2.6013436,3.988503,0.5003783,0.056808036,3.044343,81.41602,4.875245,25.714382,0.10434808,0.2364714,0.22826743,0.6719857,0.4427116,-0.6966795,0.0352403,0.80479616,0.03177125,0.38683215,0.9675859,7.9984984,0.536284
1081,3.783687,0.011650085,4.0364647,0.9308128,0.038772255,3.43721,90.22358,5.766182,34.451454,0.43363166,0.09714046,0.54566586,0.03304663,-0.21128798,0.72281253,0.5783634,0.02515379,0.4368139,0.21443559,1.8792268,4.3507457,0.3897608
1082,3.769341,-0.06749511,4.554699,0.9567404,0.024338476,3.3000507,90.8625,5.806716,35.743572,0.51782995,0.18492241,0.78864336,0.070003144,-0.10386652,0.28140998,0.8502022,0.034340918,0.5410289,0.25514355,2.1512666,2.876714,0.6857595
1083,3.687128,0.5206797,4.3003225,0.95017797,0.06780337,3.8893433,92.2263,5.519451,33.72112,0.7602859,0.25028715,0.6492595,0.06510104,0.61387014,0.742043,0.30278182,0.027610112,0.3229,0.58271086,1.295143,5.6359773,0.4937233
1084,3.4159245,0.6121268,2.3941612,0.79559684,0.03271618,3.30165,93.11069,5.7785926,34.297504,0.12842736,0.09292442,0.24971993,0.45495906,-0.36951953,0.9997635,0.85688007,0.265324,0.102940336,0.7543844,1.5510343,1.963104,0.6769546
1085,3.2726808,1.4946251,4.3116436,0.8441574,0.04643953,3.3010597,77.221146,4.6876802,30.93386,0.71742815,0.15592048,0.74760497,0.12827305,-0.88702554,-0.9985287,0.08225007,0.2838049,0.8069826,0.34640017,2.33072,4.497938,0.87146056
1086,3.436942,0.59992766,3.6295385,0.8557478,0.112607315,2.2938776,72.80167,5.824033,28.791605,0.30529535,0.1253471,0.6661422,0.16655552,-0.4439181,-0.9342314,0.121275306,0.25929514,0.83092415,0.5446546,1.3954552,9.428605,0.302917
1087,2.8277302,-0.017023683,3.2025025,0.9043092,0.13077827,3.3231726,72.86304,5.4717054,30.504665,0.31834012,0.20595807,0.98801106,0.18047471,0.035477996,-0.9278958,0.50518775,0.020669688,0.9066036,0.11925229,1.3880144,4.9943275,0.99122185
1088,4.926731,2.0375,7.2291517,0.62510943,0.010008274,4.317898,94.30983,4.30521,29.637087,0.02355551,0.109855786,0.47396284,0.24056563,-0.2669832,-0.27268624,0.19951294,0.15341112,0.2617742,0.5397022,1.8599015,8.117214,0.88923264
1089,4.726221,2.1486511,3.7685227,0.56924516,0.03388437,4.0536795,87.31883,5.7080975,33.572815,0.108264565,0.21985629,0.048191633,0.24172693,0.0029604435,-0.7321687,0.103406385,0.19725458,0.3973115,0.7850707,2.3611047,5.6319733,0.1937289
1090,3.3069844,1.035795,8.444454,0.94922256,0.029997243,3.8355837,83.65768,3.8210015,28.966263,0.65975046,0.09910074,0.7589449,0.47786814,0.6669855,-0.09378797,0.5011818,0.09771307,0.4934849,0.780535,1.456273,7.447277,0.80051214
1091,3.6683455,1.3357105,6.6851077,0.90984404,0.024559552,3.4929266,83.654724,4.4576435,29.54028,0.8989986,0.17147383,0.83353806,0.43571937,0.36994255,-0.49184245,0.759999,0.08602504,0.63298047,0.5984579,1.1191792,8.786169,0.75349224
1092,3.3449526,0.5608256,2.7087264,0.5694772,0.04256504,2.0566845,91.18262,5.398506,34.18483,0.38837364,0.13826422,0.2903732,0.07607838,-0.044550717,-0.10334861,0.06623907,0.10572105,0.10236253,0.14942971,1.2052159,3.6618023,0.7312916
1093,3.525546,1.3757591,3.7738805,0.9041523,0.05067588,3.5832424,88.50375,5.8804502,35.610687,0.43666342,0.26691195,0.4222347,0.07641456,0.4369651,-0.035581708,0.04882206,0.08982804,0.082954995,0.41225323,2.1192203,2.7701924,0.11743317
1094,3.5902038,1.6040413,2.8916512,0.8383245,0.04722734,2.5433817,93.48868,5.581553,32.39244,0.7936117,0.19589241,0.9813128,0.18233785,-0.3914622,0.785751,0.97613156,0.17224012,0.0074650445,0.026178328,1.0325409,4.6605873,0.64510137
1095,4.1768084,2.9286318,5.148675,0.89701223,0.01843749,4.917489,73.57361,5.607046,34.829475,0.7247334,0.23809747,0.53687125,0.1270618,0.7133838,0.46875644,0.516379,0.04277437,0.06695462,0.020057581,1.5511743,2.9230628,0.9833278
1096,4.0465336,1.1232314,3.8258772,0.93375957,0.02651033,3.7287045,78.72665,4.906354,34.590847,0.760068,0.19286469,0.7172924,0.07625413,0.841058,0.59431076,0.48541352,0.23882003,0.21474388,0.037870236,0.9118272,6.328266,0.97350466
1097,3.2033901,0.47618127,6.5137553,0.78356224,0.030856624,3.9508228,73.71653,3.964633,33.961617,0.59079623,0.19275281,0.8750394,0.19788432,-0.13918859,-0.52210987,0.04014815,0.0208593,0.75097024,0.12770909,3.062745,1.7714139,0.86175793
1098,4.0182867,0.38605165,8.989901,0.9630469,0.007862351,4.661949,97.82096,4.321117,35.070827,0.29884574,0.2917755,0.026980048,0.036118124,0.037159443,0.5886333,0.89394593,0.09443704,0.4272577,0.039976627,1.5908458,2.5185642,0.22531493
1099,3.9250016,1.867511,7.0455933,0.7543622,0.009716265,4.8581314,72.80731,4.635006,32.85222,0.49228534,0.13536085,0.22940223,0.22736189,-0.28503084,-0.31264466,0.18863665,0.17936203,0.4516517,0.2346082,1.8042293,4.178709,0.96139514
1100,3.6486316,2.3177357,6.318019,0.7547051,0.010345264,4.0566015,81.667755,4.0071087,34.451527,0.36411405,0.09264131,0.46070322,0.18390901,-0.9336844,-0.56160986,0.28368166,0.22020419,0.77663803,0.25102842,1.3105676,1.7263787,0.7043429
1101,2.973113,-0.008371115,4.004669,0.79860854,0.13216048,3.7075005,88.27699,5.2932262,29.590363,0.6479617,0.1515407,0.37695873,0.041398663,0.7654518,0.67833316,0.8310021,0.27227044,0.23081842,0.05699808,3.6718485,7.9583645,0.24117348
1102,4.1513853,0.8040414,5.30352,0.8478672,0.01864225,4.098338,75.88307,4.7846465,34.849777,0.4725916,0.28341916,0.6295063,0.13542548,-0.6894015,-0.7452694,0.10681518,0.08881724,0.8390002,0.044238277,0.25815704,2.601056,0.13513778
1103,3.5488696,0.32650018,2.857402,0.82501626,0.029658867,5.436262,75.55556,5.3416057,32.0778,0.048599843,0.13080284,0.4997618,0.10916815,0.885548,-0.958048,0.32561675,0.40027726,0.3176843,0.24227625,2.775513,3.8896463,0.4588146
1104,3.2227511,2.1498823,2.9894662,0.76228726,0.05940931,0.75953865,76.57127,5.342805,35.528946,0.653107,0.08996529,0.21452762,0.14292929,-0.8903362,-0.99375707,0.67330194,0.1277513,0.75499624,0.1187437,1.5435145,4.0943565,0.6449277
1105,2.8981624,2.491273,4.8557744,0.59790325,0.07094293,3.3047686,77.12351,5.319662,31.447773,0.12344787,0.38194266,0.15622294,0.13597748,-0.58023584,-0.9691201,0.780917,0.040450785,0.933964,0.39102873,1.7447945,2.2857747,0.6698317
1106,3.7844691,1.1203012,1.0007336,0.57078934,0.02815727,3.7689066,73.77145,5.8035746,35.317184,0.06397227,0.21046348,0.49203968,0.1963784,0.0055890083,-0.8283571,0.023978263,0.014976426,0.9476315,0.054289684,1.2188561,5.526358,0.7271169
1107,4.6510754,0.1095562,5.0372453,0.6159644,0.06625441,2.5719414,97.7788,5.6963553,30.952026,0.06892632,0.1080844,0.5160772,0.34855536,-0.17140841,-0.7279972,0.9007263,0.06434295,0.03772508,0.17739934,1.6340818,9.45858,0.4708771
1108,4.312929,1.5098393,3.847937,0.9719833,0.022914825,4.680108,78.83617,5.6548114,33.89674,0.8673865,0.17044069,0.86810005,0.018945873,-0.17096376,-0.34531105,0.5747322,0.21195123,0.061642285,0.06383724,0.79522645,2.8000557,0.8362092
1109,3.4131017,2.3856573,4.3499413,0.7451995,0.023965532,2.6383915,88.305756,5.100294,34.87103,0.5494893,0.21124865,0.8613764,0.012619998,-0.018620312,-0.15265507,0.26562977,0.21572213,0.298268,0.004878044,1.8091791,4.0986724,0.61901075
1110,3.8704014,1.1548803,4.732415,0.9260128,0.023919072,4.521247,81.26586,4.986066,31.422197,0.6649246,0.25916266,0.48856744,0.21362422,-0.2582053,0.2792548,0.54720014,0.09231894,0.085205264,0.2517106,2.2976727,5.770062,0.6361719
1111,3.6316395,0.111889124,3.7760005,0.78710616,0.044730816,3.7860546,96.24355,5.4378324,34.772736,0.3094991,0.07935227,0.67991513,0.034108557,0.041849256,-0.12745541,0.47070834,0.18720149,0.659513,0.071254715,0.9449167,3.9197416,0.6385143
1112,3.2918515,-0.38758028,5.1077657,0.7120107,0.039969075,4.008377,96.77937,4.2811384,32.110924,0.34941405,0.19119012,0.80436695,0.1299832,-0.26603824,-0.646744,0.65401846,0.14589249,0.9436601,0.02479941,1.096594,3.432682,0.4280627
1113,3.3690162,0.8599689,2.8021936,0.976176,0.05343311,1.775384,97.92443,5.8121877,37.632294,0.8163288,0.30377266,0.34532923,0.058441944,-0.9998337,0.20217669,0.58439946,0.055310067,0.56764424,0.03646085,1.4364783,1.1352096,0.8293266
1114,3.358294,0.97018385,2.7712944,0.9763509,0.048848063,1.5028582,98.278625,5.8155403,37.381447,0.7798312,0.27780232,0.34374437,0.07523704,-0.99980164,0.11489463,0.4503569,0.037932586,0.74608433,0.026014874,1.3276794,1.2026957,0.86095
1115,3.2502813,-0.6663103,5.8548036,0.75490624,0.07799948,5.411296,87.32265,5.304549,33.56983,0.23953517,0.17147833,0.48691565,0.04511109,-0.8885701,-0.3409263,0.87933624,0.8750277,0.9668501,0.77817565,2.0453339,6.2738905,0.23432206
1116,3.7781506,2.4069781,6.439661,0.8063568,0.012539517,3.9010277,76.158455,4.13318,34.64018,0.7168928,0.15759182,0.51524717,0.100452356,0.1709075,0.5286256,0.23163798,0.017438874,0.0291111,0.2007717,2.3571692,1.1509429,0.9049095
1117,3.8679762,0.59310746,6.1074877,0.99279714,0.008101435,4.7020874,88.08369,4.117852,35.425888,0.18049018,0.15669921,0.97676873,0.25650343,-0.7090812,0.094727874,0.7498072,0.32042667,0.2363854,0.4493715,1.2222455,1.8555856,0.64749354
1118,3.8304935,1.0945172,7.0529833,0.99299717,0.012257372,4.0270805,80.415436,4.4113173,31.040344,0.31642154,0.10573357,0.9640746,0.1854337,-0.8792354,-0.040914655,0.47683543,0.3708093,0.043088816,0.1920672,1.776988,1.5100098,0.43933076
1119,3.3628602,-0.20663965,6.867346,0.7649083,0.018081378,3.7054071,76.79076,4.544221,39.359703,0.9527502,0.13347992,0.81527805,0.048653997,0.85814893,-0.8565664,0.41408417,0.08338933,0.11130932,0.12991457,1.6850328,3.367367,0.62518495
1120,3.2347598,2.1200805,0.45896828,0.8263025,0.091407984,1.4712467,90.28471,5.7057242,27.79609,0.19369066,0.27231035,0.3189826,0.06300487,-0.8222147,0.6198555,0.82318926,0.15032534,0.8830636,0.10971959,1.0700396,9.921116,0.7608344
1121,3.2746081,1.5426741,3.2641582,0.886429,0.1841704,2.2382088,96.464424,5.7439833,29.451294,0.76755565,0.21673268,0.71964866,0.19497609,-0.03156489,0.15330386,0.4728943,0.083297014,0.98047,0.029844591,0.8472438,5.7665725,0.56291944
1122,3.5270014,2.1301079,3.6331205,0.8692007,0.14530101,2.4714012,95.181145,5.74317,29.347113,0.46248713,0.1922023,0.69233,0.13050838,0.12241173,0.15990245,0.4736088,0.08876003,0.9803294,0.02520002,0.7629767,6.469394,0.80790895
1123,3.372272,1.0682237,2.8917625,0.8889291,0.09626492,2.3582458,76.545654,5.6522317,32.140324,0.17613117,0.1818978,0.73006254,0.23418011,0.4494096,0.55197287,0.72720087,0.14795484,0.9828085,0.025519175,2.042591,7.43616,0.46733233
1124,3.407628,1.1920881,2.1809523,0.73883754,0.0720283,1.8143549,80.707214,5.361018,30.88432,0.22975835,0.15829481,0.85556924,0.07027372,0.6248394,-0.27832437,0.66769284,0.10373495,0.73574704,0.054925263,0.6353724,4.934495,0.49158433
1125,3.6165438,0.96206474,4.814374,0.97177434,0.021973485,2.6549807,88.156425,4.9875445,35.259247,0.66403896,0.14424105,0.07570662,0.4052614,-0.49575543,0.29481494,0.055896193,0.00027056146,0.03081661,0.7752359,3.723003,1.467891,0.6710123
1126,4.0456276,2.2768683,4.311078,0.7184757,0.032118578,3.5757236,99.56494,5.0315957,32.462914,0.12115643,0.12173689,0.66560817,0.014542903,0.69818807,-0.5276469,0.82506293,0.040803432,0.8220084,0.5786908,2.718342,7.8564134,0.5600292
1127,3.665854,0.5730779,3.9288278,0.82026064,0.03261522,3.7956505,95.76024,5.3244257,36.29258,0.8605825,0.35979193,0.4106134,0.06272292,-0.5999111,0.09227717,0.34067094,0.24344324,0.43785462,0.09245964,1.9609627,1.182862,0.72598547
1128,3.853033,0.1829114,3.7850766,0.9155415,0.0336603,3.7088356,91.11561,5.5238776,36.764336,0.8317355,0.38738227,0.37963635,0.032017313,-0.9241048,-0.3246894,0.32016855,0.25191987,0.23695117,0.062060114,2.046448,1.3597583,0.7226314
1129,3.5723052,-0.6676482,5.3399796,0.95742023,0.046516143,3.277997,82.36977,4.907852,36.10592,0.7709374,0.2977629,0.32203147,0.033317536,-0.61600006,-0.5172973,0.5395835,0.21614805,0.40097147,0.08796151,2.0176058,5.475231,0.3448847
1130,3.4171243,-0.5401132,6.224014,0.94418705,0.054757204,3.466052,83.385666,4.5885744,35.828278,0.7031487,0.25327164,0.30461913,0.026514081,-0.6589291,-0.57274556,0.42986152,0.14599255,0.5300063,0.1114293,2.055615,4.7375364,0.36136562
1131,3.8776774,1.5655684,2.409526,0.75706667,0.04105744,3.9269495,97.58335,5.8022814,34.726295,0.56685615,0.2226453,0.74644846,0.21331054,0.37522972,-0.28659308,0.7493533,0.029426267,0.7322745,0.045566384,1.7418597,1.943056,0.81024396
1132,3.344819,0.6261091,4.142333,0.8048767,0.025461575,3.4648857,98.9635,5.9676666,35.305,0.52334446,0.14000288,0.21871598,0.20852192,0.18417335,-0.29682416,0.3682618,0.09384292,0.8560438,0.14350218,1.3157661,1.7085142,0.7857192
1133,3.573852,0.6388705,2.6498685,0.8001989,0.035946842,4.27582,98.98491,5.9515,36.296818,0.61160725,0.10854857,0.09693717,0.16473985,0.18911958,-0.27863473,0.5174927,0.14754227,0.800854,0.19527782,1.6581944,1.5957404,0.32020444
1134,4.160527,0.201056,4.63449,0.74578,0.03470683,4.1949806,92.194786,5.4556904,33.27771,0.042075906,0.26741263,0.071094185,0.107703626,0.86888754,-0.3304935,0.5723961,0.089966506,0.8921745,0.04968304,1.3022916,5.8431816,0.89234215
1135,4.358672,0.9639268,5.164977,0.7723948,0.054138936,4.2184496,89.900604,5.271202,32.13006,0.112678915,0.13441882,0.30650336,0.12087262,0.60162103,-0.722802,0.9415399,0.057490397,0.60797286,0.02196956,1.0643508,7.1267543,0.9396944
1136,4.603776,-0.18102252,7.030772,0.8117583,0.01847438,4.623843,80.2753,5.141961,35.647224,0.26493618,0.29915294,0.445335,0.042903658,0.5988257,-0.49118567,0.98209244,0.1873985,0.76942545,0.025264077,1.910451,5.8441024,0.97652143
1137,3.5651288,1.2837758,2.0787506,0.9164429,0.06307475,3.8428154,93.784485,5.6168594,33.36669,0.7313677,0.082388766,0.5023933,0.33976066,-0.81924766,-0.54768944,0.05790517,0.30098024,0.76813847,0.449769,1.9836421,5.323582,0.25248176
1138,3.5508232,1.2567432,4.044248,0.9296465,0.041352965,1.8608236,83.03438,5.7254906,34.23779,0.1713911,0.18621084,0.7916561,0.1577852,-0.47491318,-0.019573212,0.9521097,0.21148409,0.47196484,0.35137996,3.39793,2.8341434,0.92242956
1139,3.5745907,1.3591099,3.1259007,0.7998852,0.046001498,2.7877436,91.57757,5.179007,34.32862,0.862464,0.15536253,0.51101035,0.16304746,0.040233493,0.49692965,0.13364367,0.13868755,0.30834237,0.064357206,1.1699154,4.458849,0.37779325
1140,3.1840801,1.1452689,6.0841455,0.9461141,0.03205144,2.368658,92.83841,4.811393,33.893875,0.94150794,0.2529067,0.9029365,0.1211263,0.66771567,0.2591113,0.29758364,0.1309238,0.77363,0.04186883,1.7522799,2.4620433,0.43255574
1141,3.4628425,-0.0012050867,4.830325,0.58713466,0.03326793,4.846896,82.38539,5.282982,34.009926,0.010626431,0.066583194,0.5807851,0.22449908,-0.97880924,0.134125,0.45646694,0.57867354,0.46687302,0.6708837,1.7218032,6.3722935,0.3668952
1142,3.8394852,0.7537098,6.0217876,0.70239174,0.022999346,5.2178802,75.70794,4.239601,31.714354,0.29870817,0.1259873,0.09284097,0.15213113,-0.9034871,0.076396465,0.5958586,0.4770457,0.6692378,0.3656855,2.1987016,3.8529305,0.2945023
