,alpha,beta,delta_m,eta_spin,lam,lamb,mmax,mmin,mpp,mu_chi_1,mu_chi_1_at_0,mu_chi_2,mu_chi_2_at_0,rho_chi_1,rho_chi_2,sigma_chi_1,sigma_chi_1_at_0,sigma_chi_2,sigma_chi_2_at_0,sigma_spin,sigpp,xi_spin
0,3.355383,0.9691038,4.630688,0.5339,0.061339412,0.9525223,83.159294,5.1877394,36.35261,0.17521481,0.19456542,0.98570734,0.007038686,-0.85950375,0.7698401,0.4357116,0.22455001,0.7894973,0.9485578,1.8962071,3.8345695,0.28173727
1,4.0867033,1.4952791,6.34377,0.9998672,0.015671024,5.554265,81.16293,4.7139606,30.194511,0.8360611,0.10842835,0.048663665,0.39240465,-0.39150667,-0.16255915,0.08780079,0.1989294,0.51370215,0.5038663,3.095799,5.868318,0.86096674
2,2.8690906,1.4953725,5.4402347,0.99875164,0.098486125,0.23768425,84.93425,4.915698,36.194717,0.23990309,0.25980484,0.14690118,0.008273961,-0.6020715,-0.32537162,0.7231892,0.21900591,0.22002058,0.14728674,0.7800119,3.618005,0.3498045
3,3.3734384,2.3660517,3.8346813,0.98432326,0.027967216,2.624298,79.015076,5.2491198,32.094208,0.0460974,0.2115248,0.87199765,0.13220344,-0.6595411,-0.87164676,0.30548623,0.10467202,0.30886847,0.03565472,1.2487073,3.6470242,0.9859449
4,3.395463,1.7263916,4.5132732,0.8171185,0.043927003,2.6799574,87.01543,4.8817863,35.42062,0.047034524,0.27023053,0.87450475,0.083437435,-0.4034816,-0.4328369,0.058690816,0.10734656,0.895833,0.0519875,1.2460328,3.7040684,0.9779016
5,3.8552327,0.9335222,5.2887588,0.94317734,0.027481994,3.637848,82.90825,5.1444364,33.751522,0.912542,0.06866912,0.13511802,0.48326153,-0.8860624,0.25192702,0.7428799,0.3352365,0.115899384,0.8946294,1.1340415,1.96754,0.5507297
6,3.4977412,0.3788333,3.0207834,0.77900773,0.058908723,3.6562347,82.84314,5.475278,34.36935,0.9572379,0.042547107,0.3731002,0.015237169,-0.041490138,-0.3853224,0.42230192,0.2620747,0.92316604,0.09749875,1.9513528,1.8207325,0.7532489
7,3.4362164,-0.1459055,3.969344,0.93940043,0.03310219,3.8212242,86.79396,5.8134394,35.731712,0.42022598,0.13737677,0.15421091,0.21567841,0.12196803,-0.64747775,0.78587675,0.16991132,0.9364882,0.034921866,0.8031705,2.9475622,0.47679147
8,4.288028,1.2147067,5.0180917,0.88346255,0.021326806,4.14472,90.00479,5.276469,32.333,0.31679773,0.1186493,0.7570802,0.054356962,-0.22961587,0.56161404,0.086798854,0.1264036,0.1123272,0.28508276,1.2720133,3.5285897,0.90616846
9,3.43616,1.1518695,4.3937087,0.8028404,0.043595817,3.1200619,77.92225,5.302302,33.52161,0.8413455,0.18591724,0.9566743,0.16850373,-0.36317772,-0.9607718,0.9212016,0.1342401,0.71279067,0.023862448,0.9269932,1.9555943,0.3670091
10,3.4781723,1.348362,4.486686,0.8118634,0.037239607,3.592907,77.9202,5.238073,33.863323,0.8231684,0.31028295,0.90513486,0.13247348,-0.47199577,-0.9364993,0.96218604,0.0803983,0.6680055,0.037340023,0.98005426,2.782445,0.39992338
11,3.5079699,0.50277066,5.326777,0.8583323,0.058480777,2.0597467,97.692825,4.816807,32.51096,0.4458433,0.094791815,0.06070814,0.13390066,0.6686604,-0.9570776,0.1332821,0.24172787,0.79747087,0.008950918,1.2563651,6.6449394,0.6553736
12,3.8054023,0.30206513,4.6086164,0.6453246,0.051419694,3.8340054,97.981735,5.49994,33.917057,0.91666895,0.1596288,0.07670374,0.12053433,0.91941535,-0.8667119,0.88030857,0.08862967,0.631332,0.008529567,2.2208226,7.709189,0.77285516
13,3.3090649,0.34539485,5.5631046,0.9156562,0.024359228,2.2642689,70.7306,3.7457414,34.24384,0.9540235,0.08985809,0.10524598,0.26433346,0.8708627,-0.63536614,0.22038026,0.14821298,0.29256368,0.3504099,1.406575,7.3788195,0.7737715
14,3.1344924,0.19958115,0.07803497,0.9103579,0.10138322,2.400793,98.30558,5.2495017,31.864449,0.88195705,0.06316717,0.04623151,0.27841076,0.51128936,-0.6620816,0.09579333,0.15723577,0.19829974,0.29385924,2.1673372,7.601533,0.5982341
15,3.2251377,0.16836905,1.2930154,0.9841088,0.078978725,3.7630854,85.21701,5.733222,34.977016,0.915935,0.03349906,0.09243187,0.11234179,-0.8237473,-0.88212013,0.6408187,0.44282904,0.9369447,0.118903264,2.5949311,1.283364,0.0629101
16,3.5547385,-0.4450574,5.102186,0.7504864,0.03376851,4.129099,81.17889,5.900023,35.662918,0.4045046,0.24123223,0.518102,0.021123618,-0.789533,0.5049356,0.4982772,0.16433237,0.33480725,0.2993605,3.408993,1.987758,0.84613377
17,3.7798953,0.26141024,2.418487,0.8450744,0.040259603,4.3966637,89.943146,5.715872,36.05902,0.53822136,0.16466494,0.23799658,0.17618184,0.2540859,0.46973145,0.47874492,0.13985482,0.82561463,0.032855384,2.7826817,1.3115475,0.7400273
18,4.02402,0.11575532,3.8147283,0.8779228,0.027880425,4.978656,93.49327,5.970828,34.720455,0.5324,0.21245256,0.5603079,0.05184297,0.57651055,0.6179112,0.75104827,0.06359509,0.46105468,0.01068573,0.86611736,4.7800417,0.8282552
19,3.2757697,1.3832827,3.3665428,0.9170685,0.052323077,2.8821325,81.82837,5.224228,33.680435,0.29269743,0.19380039,0.12516032,0.06687587,-0.77127016,-0.5826628,0.7724617,0.17964965,0.4343938,0.5516894,2.335363,3.2173808,0.42689213
20,3.509509,0.9971597,4.8163643,0.8575937,0.032719683,3.3077135,89.595894,4.8655787,33.69391,0.613158,0.035749212,0.4114227,0.2713714,-0.70764565,0.29772687,0.2508133,0.31383425,0.21690395,0.18393597,1.242956,3.7035217,0.67542934
21,3.0064116,1.370436,4.3036485,0.5891045,0.07582352,2.9463282,74.38464,5.72892,35.33969,0.25189108,0.1517367,0.11570762,0.052283946,0.8984281,-0.004262328,0.10021345,0.16933209,0.34238887,0.38223457,1.1084956,4.0175505,0.5468999
22,3.1163201,0.7157569,1.8896253,0.923071,0.07685975,1.9277096,73.98638,5.6278524,34.23597,0.560289,0.22910191,0.668657,0.20462905,-0.81961465,-0.44585812,0.26497605,0.103476964,0.5889396,0.07660222,0.9138141,2.4732373,0.6014202
23,4.106393,1.347188,4.49797,0.9134276,0.018107107,4.724104,94.275,4.6939244,35.313972,0.55476,0.0663583,0.6828364,0.25291553,-0.89183676,0.3469633,0.40021923,0.36261383,0.83866876,0.49226737,1.101864,2.6321943,0.5715925
24,4.348526,1.6228099,4.29192,0.7281293,0.01687218,4.2521486,76.26684,5.781948,32.691326,0.54023004,0.13439102,0.7713764,0.18871626,-0.8747952,-0.07125676,0.46926892,0.44352677,0.37956527,0.37008077,1.3143169,2.9113321,0.7636326
25,3.1469688,1.1135349,3.7116604,0.9600285,0.04958583,4.947482,75.80641,4.933037,33.611958,0.86572254,0.2758047,0.020708138,0.11482666,-0.41064918,0.46305513,0.6939017,0.0386377,0.5766437,0.10821737,1.6573763,3.6185808,0.40260857
26,3.064104,-0.1369381,4.797827,0.85422957,0.07426016,0.6631069,81.61288,5.281446,34.754692,0.13351382,0.13826995,0.34025934,0.088168934,0.59425414,0.97832584,0.4112802,0.1661911,0.09031962,0.0022367043,2.7963572,4.6667547,0.8257255
27,3.0354457,0.6069622,2.1463118,0.880826,0.07185071,2.3830338,84.33463,5.439366,33.37452,0.82407594,0.34863216,0.43854582,0.0611407,-0.6028868,-0.8531132,0.83715934,0.028732423,0.071177185,0.073194474,1.3431358,3.6182466,0.3259803
28,3.1939378,1.8506947,2.1674864,0.8850473,0.035925325,1.6516781,91.58789,5.9660482,32.04156,0.22139236,0.043531306,0.74470377,0.20676973,0.456048,0.13775086,0.20969331,0.15211625,0.35401925,0.049489696,2.329742,3.5690482,0.8657163
29,3.6925278,3.5688267,4.9126296,0.56243503,0.059537277,1.6830063,85.64498,5.976409,35.303486,0.3751805,0.027813643,0.3258526,0.26546675,0.95813835,-0.5720178,0.18542643,0.16267273,0.5368201,0.11086129,1.0748087,4.535814,0.7213886
30,3.307476,2.098177,2.5159206,0.5896414,0.05943296,-0.038481712,89.404465,5.8314743,34.21364,0.0084132,0.031209176,0.19366123,0.17365445,-0.65710014,-0.21726596,0.56445366,0.21864645,0.29831174,0.1998383,1.3817554,3.6253824,0.54244876
31,2.7736168,-1.3433303,6.710087,0.9702064,0.054811105,3.6830406,93.352585,4.676031,32.4619,0.94616854,0.26587316,0.73500293,0.12895797,-0.93350023,0.19736338,0.22558463,0.43219876,0.726139,0.32344818,1.211816,6.246064,0.75559586
32,3.1722102,0.21598697,7.2597437,0.7776351,0.017594332,4.53837,71.866745,4.528574,33.997566,0.049455732,0.26354972,0.2199264,0.046747416,0.75216484,-0.34590274,0.8818049,0.058858145,0.12150152,0.037157062,1.3100694,1.9183054,0.50859433
33,3.673296,3.5409575,3.2500863,0.8047,0.07802086,1.3753586,96.31671,5.956224,31.33297,0.80481845,0.16384125,0.8113348,0.04929583,-0.8623007,0.4113077,0.18699934,0.4607754,0.8862051,0.48941007,1.6532104,5.753562,0.80140346
34,3.5089192,2.741735,3.2050116,0.9482528,0.029796408,3.5418463,75.940094,4.9798136,34.260147,0.42548376,0.061902773,0.5319814,0.43166938,-0.9857056,-0.8065501,0.77044344,0.2873275,0.040983573,0.553035,1.6542475,2.126297,0.73633665
35,3.54348,1.6506248,2.6983004,0.66951054,0.030363364,3.5038004,91.122536,5.357959,33.2589,0.42273372,0.26442164,0.4292545,0.22274232,-0.35136735,-0.32985663,0.122328974,0.2514326,0.9837652,0.13899828,2.7761054,1.6979463,0.7793976
36,3.5394688,0.68497276,5.871644,0.7729442,0.048276313,2.644082,96.28615,5.2705145,34.588093,0.5153377,0.10440898,0.31064337,0.19898467,0.9894178,-0.85754704,0.11890245,0.050897345,0.87879896,0.15784594,1.4152828,6.0982246,0.7960237
37,3.51579,1.5103595,5.060914,0.7479345,0.0461777,3.2992544,96.690956,4.7321033,31.478395,0.66917,0.08218182,0.37221077,0.057160508,0.9590031,-0.9440588,0.09420996,0.10211671,0.91847926,0.1908931,1.513094,3.363967,0.58052593
38,4.1867275,0.75829506,5.825013,0.6600965,0.018047838,4.4307327,79.76039,4.68415,33.74253,0.10011668,0.28216708,0.88880545,0.005609116,-0.94926405,-0.112235904,0.107947186,0.097150244,0.12969783,0.13605894,1.6575253,6.377519,0.7410391
39,4.26744,1.0106564,7.3245926,0.5970222,0.015832614,4.6076097,89.918915,4.875084,33.237183,0.07762163,0.24741665,0.9701264,0.007816835,-0.8956436,-0.13182211,0.12730256,0.17793791,0.19149175,0.11935702,1.0029327,5.30198,0.90153176
40,3.4907131,0.8331518,4.706999,0.9784057,0.034668077,4.09501,86.970245,4.807745,31.068851,0.89405245,0.25703755,0.9894517,0.00299439,0.0011268854,-0.10734153,0.18615764,0.076467924,0.8808576,0.06463015,1.9261786,5.0544696,0.78846264
41,3.4122677,1.062326,4.1257014,0.89338166,0.0359717,2.943492,78.13832,5.5186625,34.887985,0.12396318,0.092121035,0.107766025,0.3326828,-0.00514096,-0.70979357,0.8997902,0.09544408,0.09849868,0.47597563,3.2186756,2.9055743,0.22359447
42,3.4438066,1.3265212,5.7734227,0.9854298,0.027284652,3.298935,75.75022,4.3645945,34.04123,0.95680857,0.23261294,0.91369456,0.027416283,-0.76506704,0.7325109,0.15080704,0.037700128,0.42504144,0.015430999,1.0439886,4.2487364,0.7033372
43,3.3696084,1.243696,5.016635,0.9921801,0.025685282,3.6200027,73.71848,4.496293,33.73127,0.9660473,0.28875715,0.9547763,0.021431355,-0.32358944,0.7307842,0.46030584,0.09497344,0.17098346,0.021961074,1.0252775,5.384447,0.7422369
44,3.3480082,0.6494124,8.464871,0.6798046,0.027101004,3.011527,86.46242,4.0327435,35.751663,0.81553257,0.17797449,0.0055016037,0.16434737,0.8042122,0.4217416,0.99993277,0.05998014,0.33661923,0.010156074,1.3206091,1.8214989,0.7903493
45,3.8171291,2.8773842,6.514635,0.94212055,0.013659964,5.152508,76.2185,4.7122154,33.997917,0.3229422,0.10279575,0.09875903,0.09353825,-0.8545162,-0.38615292,0.9220574,0.26336622,0.5770468,0.22962718,0.9985456,1.69222,0.61326456
46,3.596395,1.3916178,8.641174,0.7993573,0.015879827,0.39700317,94.23365,3.4044173,31.17008,0.85421085,0.24168049,0.47785017,0.001248723,-0.328956,0.09750688,0.76163924,0.047151677,0.22664563,0.20568883,1.1964587,5.544236,0.8474847
47,3.2754707,1.2613766,6.131148,0.9732068,0.07535246,2.6693344,88.4315,5.1279964,30.100758,0.639262,0.15186742,0.24032077,0.00061294035,-0.17058808,-0.9139354,0.44299048,0.16398987,0.47939858,0.36477467,1.4029969,9.089881,0.43667996
48,3.0396643,0.43651032,4.470107,0.6595426,0.056705814,2.7800093,98.91765,4.921009,30.293903,0.33413947,0.1969293,0.7951192,0.002436883,-0.79397863,-0.22157466,0.6392826,0.2423904,0.037957784,0.18017015,1.2714651,6.1453795,0.93299353
49,3.0686927,0.13933015,4.976859,0.8389913,0.05608141,1.5395823,79.82325,4.623896,34.178654,0.5906342,0.041009113,0.24432051,0.006052692,-0.49160105,0.57803714,0.37433594,0.26300636,0.1274338,0.18725823,1.7037387,6.6237082,0.6417665
50,3.1284947,0.81349707,6.9665523,0.67464083,0.03597654,1.4889479,86.71408,3.421517,36.484467,0.8290888,0.010865065,0.4129646,0.026767662,-0.9392403,0.94979525,0.8787046,0.8930593,0.23670155,0.18989788,2.3517442,5.2372823,0.22640607
51,3.1116967,-0.06448543,5.9010277,0.6450318,0.030530162,0.9244175,76.028595,4.1426272,36.884575,0.7760051,0.008841378,0.3285994,0.036803912,-0.91418314,0.9192413,0.89441633,0.7656381,0.34340814,0.24963026,2.525353,5.7616186,0.2860857
52,3.3126345,1.1450853,5.783638,0.94441164,0.03665782,4.113928,85.48268,5.3809624,34.475723,0.08674372,0.010710069,0.5252065,0.1093323,-0.77864754,0.73584664,0.3243988,0.8768378,0.9406336,0.18923052,1.8528476,1.8705299,0.41794553
53,3.739102,0.84977293,5.605033,0.9325086,0.03375697,3.9004908,83.44269,5.170249,34.00824,0.11463786,0.0098496005,0.68918985,0.09337592,-0.9368536,0.72978485,0.27032593,0.8327616,0.9011379,0.13465837,2.933195,2.8210735,0.6528342
54,3.5667734,1.1856437,8.466746,0.9209089,0.010100008,2.2258167,78.56713,3.0352836,34.39097,0.8448933,0.009234487,0.30296567,0.020459695,0.11912978,-0.5142151,0.82901233,0.22626685,0.3284955,0.727278,2.089851,3.366287,0.3402547
55,3.6917315,-0.18515754,2.2132242,0.5692641,0.07411578,3.0033512,97.14954,5.8439827,35.30767,0.43573633,0.04630333,0.3941812,0.07842342,-0.9287944,0.6248417,0.2531342,0.15820609,0.86271334,0.041951764,3.6995633,4.635562,0.50552154
56,3.0782824,-0.5659585,2.1822476,0.94444084,0.079255894,5.1769333,98.68158,5.436204,33.254456,0.20516652,0.25861254,0.814324,0.15456882,-0.40709186,-0.5195286,0.62208456,0.12905562,0.6388271,0.0051770844,2.4808986,2.166969,0.592622
57,3.445364,-0.3043245,3.2289548,0.97826576,0.07849942,4.6736803,99.08346,5.856072,32.185356,0.17701186,0.098268144,0.92722505,0.14036527,0.53529716,-0.050304294,0.27632606,0.35651225,0.30216828,0.00962055,2.858421,5.4057345,0.52302194
58,3.5895824,2.7037416,4.9828753,0.7492547,0.021682112,3.0162802,72.81708,4.808362,35.15862,0.6299674,0.17937985,0.9781861,0.10518753,-0.7189418,0.5377208,0.8452975,0.3223742,0.78807503,0.4256479,3.6756048,2.60143,0.67042375
59,3.152339,-0.4064424,5.2262006,0.7307705,0.06115435,3.8059282,94.255775,5.2479677,36.285416,0.41542497,0.24870716,0.7655587,0.05633367,-0.6830822,0.1324681,0.09159374,0.014773487,0.38028562,0.2073239,1.7817004,4.418787,0.76336855
60,2.9434547,1.3219264,5.301183,0.99404895,0.067389034,2.8904905,74.22063,4.615658,30.928967,0.41528124,0.06696128,0.4946216,0.05504702,0.5903057,-0.019343734,0.6699809,0.24844219,0.13698316,0.08719101,1.119727,6.077588,0.46031678
61,4.0224123,1.4710269,4.917066,0.5340751,0.025547674,2.6800013,97.457306,5.5506516,35.041084,0.22104834,0.14053619,0.15934096,0.17552085,-0.025716066,0.19953263,0.08782122,0.035418052,0.08975755,0.6048699,2.5386457,5.8638344,0.69388753
62,3.4097605,0.8369999,4.30661,0.994874,0.043370444,3.8023129,78.05909,5.0055723,34.018375,0.86995643,0.23703967,0.57449347,0.089991465,0.18507326,0.035862684,0.23934823,0.080070265,0.5692286,0.017946098,1.0056064,2.6317549,0.92375445
63,3.817606,0.5172038,4.170449,0.7613318,0.024963235,4.3549356,86.205765,5.524962,35.036453,0.10149043,0.2505825,0.7708041,0.09611868,-0.7710385,0.43395603,0.64447826,0.20896858,0.35957384,0.09941854,1.3920296,3.5713837,0.61796117
64,3.794764,0.5328791,4.7193117,0.9458028,0.03876904,2.601534,88.003365,5.283546,34.75556,0.28040665,0.089331344,0.15562323,0.14134337,-0.9687278,0.17581856,0.6876291,0.5497907,0.67427576,0.23236227,1.3729151,2.9322782,0.80602145
65,3.5109153,0.23372984,4.069357,0.7182997,0.037838873,5.481324,89.605484,4.9550877,33.971004,0.5410442,0.045867957,0.38689202,0.035108145,-0.9421818,-0.71426916,0.2562621,0.81681585,0.9804082,0.5924847,2.1769464,3.2757359,0.5159006
66,2.9901457,2.5141778,5.4337378,0.76076186,0.05461769,2.4449205,80.99823,5.024232,34.67065,0.51629037,0.12573801,0.52057177,0.056672104,0.9445703,0.96920025,0.4284067,0.21068496,0.003419537,0.07731163,0.999101,3.2923846,0.93524534
67,3.4153829,0.28603554,5.369008,0.91946673,0.033007506,1.5792322,90.65687,5.118332,34.76042,0.13870426,0.35122204,0.4625518,0.07405573,-0.31139934,0.99172115,0.15566023,0.06865486,0.011756761,0.1734445,1.116874,3.2488632,0.78406644
68,3.6119676,-0.3075391,7.2689624,0.84109724,0.053057965,3.813733,93.13757,5.337535,33.784424,0.49803248,0.14022489,0.3674722,0.27030987,0.6387894,0.28231025,0.34302974,0.24978429,0.6759519,0.17750642,1.5548385,7.6625857,0.14373359
69,3.8784099,1.8015783,4.087567,0.63213253,0.04831732,1.8490849,83.532875,5.960824,35.810333,0.045492865,0.18744557,0.6137746,0.045634992,0.5377945,0.034051895,0.1815693,0.35580006,0.028433781,0.019193105,1.305771,5.148169,0.21396168
70,3.1580253,0.4029591,2.452239,0.79577386,0.037920617,4.2456627,90.614235,4.2714605,33.905197,0.14140864,0.30680043,0.03430321,0.14130697,0.76337683,-0.27161086,0.42345902,0.09322671,0.03927628,0.07345948,1.786,2.019517,0.91264755
71,3.5462623,1.6006355,4.000818,0.8604102,0.07540247,1.3719034,78.770836,5.996619,36.13143,0.4529312,0.08763431,0.33194816,0.03357472,0.7337208,-0.58631694,0.03482014,0.24008703,0.004908155,0.29950592,1.8966659,3.7729301,0.1384988
72,3.0993614,-0.46570826,1.6923349,0.9432618,0.04324505,3.9884949,75.28273,5.6737514,33.635868,0.66089195,0.06277846,0.8754945,0.24546605,0.912411,0.37405884,0.11561349,0.25559652,0.1611317,0.19306234,1.2414982,4.0589876,0.8640715
73,3.2530332,1.319561,6.6105604,0.65430164,0.011811205,2.7933798,96.24844,3.4804,33.43008,0.19779336,0.12123103,0.20160802,0.06792443,-0.9964747,-0.40315944,0.8995561,0.54891723,0.8126578,0.24651906,1.302826,3.849473,0.91759473
74,3.44164,2.446814,4.123746,0.8602724,0.036334373,4.0654078,73.66356,5.698371,33.697952,0.7477683,0.16509712,0.22883241,0.2070288,0.44873345,-0.012356579,0.64463174,0.12429774,0.09131518,0.3942098,1.3711429,2.0222502,0.5250012
75,3.391448,-0.08340764,7.3360333,0.8832146,0.038970195,3.592064,85.4139,4.3258963,31.62571,0.0070871315,0.16373084,0.3944792,0.13329686,0.10648823,0.040274262,0.64451903,0.106544845,0.5238831,0.13057917,1.2820925,4.4199038,0.8581158
76,2.9228988,-0.52341187,8.217973,0.90453947,0.045710634,3.6978006,74.56116,3.5133061,32.130898,0.16617408,0.24629532,0.8247605,0.22689795,-0.5624603,-0.53296506,0.87355757,0.13611288,0.883467,0.3883988,1.1264021,8.226107,0.2531283
77,2.888228,0.44876146,3.2754025,0.894135,0.103338234,1.3842564,87.53932,5.4270144,34.0104,0.43430573,0.184228,0.5069453,0.12722984,-0.8618005,0.5335355,0.7100009,0.03807969,0.7679181,0.073129565,1.244673,2.011716,0.87007844
78,4.0064354,1.4125364,5.9284616,0.9576639,0.0063033965,5.3720617,83.098145,4.555176,33.73346,0.18182908,0.16414212,0.54011154,0.21898058,0.59156656,-0.48595947,0.24560641,0.13102123,0.4121672,0.26176345,2.1816535,1.7442019,0.10428867
79,4.2168093,2.6574411,5.26463,0.73119724,0.007151045,6.4218426,78.29769,4.8361235,33.943092,0.8145884,0.267625,0.25330713,0.17241696,0.4114535,-0.695288,0.13802598,0.1430958,0.30852798,0.1025801,2.0090244,1.302592,0.0701512
80,4.3170547,3.0639,6.8025613,0.9129392,0.009016861,6.43775,93.53429,5.123747,33.433563,0.38595897,0.15074958,0.45576203,0.12941058,0.57199836,-0.41691548,0.3180676,0.052227896,0.19598085,0.17377372,1.0075387,1.1386718,0.64832497
81,3.5909653,0.4958794,6.729785,0.68091804,0.05069786,3.4679976,83.73241,4.4642215,33.87791,0.1519581,0.20778431,0.26075727,0.33307773,-0.5333056,0.74850035,0.26890647,0.2585158,0.81068623,0.7090669,1.5957681,7.2865415,0.6751412
82,4.0521975,1.7501752,5.854693,0.99336743,0.018075269,3.4976082,82.47777,4.9997587,32.536884,0.3926895,0.044700414,0.1811809,0.11282608,-0.83407235,-0.4859891,0.65627545,0.29386044,0.28244686,0.06603247,0.9418236,4.892282,0.89809144
83,4.198083,1.6337881,7.3608513,0.9337776,0.035632253,2.821803,97.94685,4.31007,31.057232,0.7269367,0.032574806,0.55415285,0.26001787,-0.7037319,0.5170573,0.33859628,0.38811645,0.35788268,0.008641147,1.4941969,7.4310956,0.6119783
84,3.9267125,1.8491931,3.3498223,0.6783904,0.06503502,3.1765032,97.3952,5.9119697,34.2566,0.37094605,0.28214988,0.4061048,0.10270551,0.64155746,-0.8596781,0.8732729,0.13450758,0.038640484,0.15070154,2.998157,4.1672144,0.60383075
85,3.3840551,1.2533066,2.8725002,0.79950833,0.02906155,3.31705,96.34398,5.914063,34.688217,0.7058111,0.09496007,0.73562104,0.23055145,-0.30526465,-0.9351782,0.60705,0.11731334,0.3265196,0.19133142,3.8644283,3.1555984,0.67572534
86,3.5928378,0.83077574,3.2605367,0.7703882,0.030497052,4.0175285,72.48042,5.9989758,32.77806,0.41775104,0.1309134,0.3326898,0.053366475,0.27089322,0.9253137,0.50725627,0.17549697,0.64738464,0.12901673,1.2413766,7.1363163,0.20577684
87,3.0422115,0.8666327,8.81633,0.90213805,0.021142637,1.9991245,99.92029,3.235273,34.504883,0.49578673,0.12499678,0.50045013,0.049774576,-0.885223,-0.9132713,0.8188346,0.62864774,0.23650973,0.3521408,0.9709238,2.6151958,0.31837517
88,3.7402515,0.4475832,5.406679,0.87164676,0.030123195,2.8674202,99.68773,4.853073,35.64647,0.04471587,0.16458358,0.7321314,0.14267442,-0.9840683,0.8564334,0.12754913,0.41243055,0.61546296,0.3493001,2.90324,4.9271383,0.79945695
89,3.6438627,3.0225239,5.567134,0.8175248,0.015377502,3.7255402,75.661766,4.9651566,32.534966,0.87156296,0.11165673,0.1471964,0.058851168,0.9022039,-0.7355207,0.9099049,0.110796764,0.39186254,0.20084165,0.9903132,3.534046,0.23105095
90,3.7890735,3.265171,4.158559,0.7162315,0.031152243,3.6269608,94.41602,5.1522717,34.51483,0.5184337,0.13873957,0.8760614,0.10637064,-0.3711865,0.17506921,0.63364154,0.1209558,0.58163154,0.13818432,2.1624663,2.9478548,0.1922995
91,3.2421222,1.6073959,5.9274483,0.944762,0.037143152,1.1807013,77.553116,5.0259857,32.989597,0.29971278,0.21694718,0.9512918,0.04170502,0.59559333,-0.36998254,0.5799555,0.025940472,0.13670802,0.5580948,1.0406557,4.5407696,0.56585264
92,3.5974236,1.3781352,3.7201686,0.8684097,0.06395592,3.9452753,95.494705,5.5717688,33.31626,0.9138429,0.07369912,0.18962479,0.10669909,-0.51226085,0.92959154,0.6730255,0.5510569,0.11047133,0.1594113,2.1496031,3.7952352,0.6309036
93,3.4277835,0.7366917,4.2450294,0.9391884,0.05689214,1.9092712,80.80383,4.754486,33.6497,0.86917186,0.18049857,0.68497413,0.07642434,-0.98612463,-0.6688162,0.46769845,0.7432349,0.15187854,0.71469533,0.66241556,5.857188,0.66843885
94,3.7830749,2.8972,7.5555153,0.8763951,0.023805141,3.4541407,79.79667,3.9705718,33.416885,0.24400884,0.13591084,0.09437635,0.24369428,0.2742691,-0.012213826,0.30206335,0.23783082,0.15006706,0.07983349,1.6074636,3.4189427,0.41638273
95,3.6960182,3.0469174,8.592171,0.86004055,0.022297079,2.7948866,86.74241,4.430998,32.837303,0.22903183,0.07906089,0.063903555,0.22465469,-0.1059348,-0.53124803,0.20587829,0.39934784,0.096565664,0.04854224,2.9156222,6.12896,0.55538726
96,3.8886528,1.806627,5.914672,0.6102506,0.0065827332,4.2844152,78.94341,4.7124877,31.966251,0.24877371,0.010723643,0.11273096,0.14273015,0.23012114,0.7250782,0.25049868,0.16107823,0.90957534,0.36827883,1.0240735,3.029691,0.13934928
97,3.705463,0.34937334,6.1021233,0.8756284,0.02289214,2.9289417,92.0495,4.7594867,32.824097,0.86491483,0.10600945,0.71801096,0.12454646,-0.97398907,-0.7253444,0.06822682,0.21388894,0.071437165,0.10022824,3.119602,4.363535,0.8601416
98,3.8104758,0.97930384,4.224171,0.84984064,0.048215453,4.739788,92.49751,5.290593,33.28189,0.41810843,0.06766207,0.7349532,0.15559,-0.82796127,-0.9882526,0.50357807,0.47428453,0.2357907,0.50649923,3.1923358,4.458117,0.72746325
99,2.9872065,0.5421591,7.1954336,0.82902205,0.017531235,2.7500916,87.37046,3.1140041,34.64555,0.5261857,0.29118747,0.73820746,0.093399234,-0.52887154,0.99543047,0.62019616,0.22004399,0.3244228,0.030674217,1.9399359,3.7247488,0.71007985
100,3.5821276,1.2941911,8.274345,0.8538871,0.015453972,2.637888,93.58436,3.4979725,34.838844,0.4066358,0.19585957,0.49878463,0.02713072,-0.74079216,0.8763149,0.4975975,0.06442124,0.28946957,0.0058191675,1.0379359,5.0890956,0.5979945
101,3.537085,2.6146169,7.1341825,0.8504603,0.020626295,3.794918,81.718666,3.5725126,31.837063,0.8058533,0.19157708,0.33381096,0.0077191107,0.8684883,-0.18568158,0.44322944,0.05730479,0.9269065,0.0016254592,1.4972717,3.3252513,0.83514124
102,3.261228,0.013171911,6.5541077,0.7419872,0.021270147,3.5412025,89.06495,4.726905,35.96103,0.22522365,0.058908552,0.62120205,0.3296621,-0.8418609,0.7929437,0.53057015,0.07347612,0.07281585,0.590679,2.069528,2.0739763,0.54812276
103,3.3538103,0.026412249,3.7435706,0.7209913,0.05081873,2.7670536,81.08616,5.282717,34.878887,0.22879326,0.11108229,0.8855987,0.20271392,-0.94228685,0.8079771,0.63223034,0.004864831,0.20143656,0.1563768,1.447762,4.02689,0.5036206
104,3.5511632,-0.030356526,3.487896,0.71710765,0.044832125,2.9474583,80.07082,5.3972263,35.10961,0.2832952,0.117524564,0.88445777,0.180943,-0.962267,0.8152442,0.6842475,0.0060309577,0.1810071,0.18534781,1.5324763,3.8681087,0.5558365
