Unnamed: 0,alpha,beta,delta_m,eta_spin,lam,lamb,mmax,mmin,mpp,mu_chi_1,mu_chi_1_at_0,mu_chi_2,mu_chi_2_at_0,rho_chi_1,rho_chi_2,sigma_chi_1,sigma_chi_1_at_0,sigma_chi_2,sigma_chi_2_at_0,sigma_spin,sigpp,xi_spin,rho_chi_1_true,rho_chi_2_true
0,2.8789148,1.1442065,1.1436079,0.7916777,0.067254886,2.7265644,78.10311,5.637513,27.953806,0.6489791,0.16109747,0.33157572,0.044429477,0.79186535,-0.7354512,0.95019525,0.06338492,0.24582168,0.21874855,1.2316399,5.721821,0.6422978,0.6387289557444743,-0.2944825085869187
1,3.4609241,0.5794997,5.1436067,0.7992289,0.056450333,2.5838814,77.600815,5.4154944,33.850914,0.28466862,0.061665025,0.6779197,0.19744466,-0.97326237,0.9030806,0.90682,0.39398184,0.95664775,0.19285728,1.1651069,6.5039277,0.50742954,-0.8072478354941112,0.3224833143117449
2,2.8722029,-0.2152313,4.3214426,0.8381659,0.07387307,3.8019457,88.612144,4.180468,31.801304,0.078209996,0.11795343,0.15931505,0.1664033,-0.9548963,-0.4715066,0.49250656,0.70208204,0.3579448,0.8586625,1.3547386,3.2555828,0.94208115,-0.3478454776943295,-0.15402354737716858
3,4.052001,1.1230087,4.870722,0.51228374,0.035929676,1.9843283,90.81831,4.782156,34.620476,0.22818093,0.4149231,0.08948741,0.60012066,0.8570198,-0.6810149,0.08782508,0.25364244,0.0596868,0.34131718,1.2098824,6.46463,0.30209163,0.748300114052728,-0.6231769013215103
4,3.2990403,0.20582819,6.2496314,0.76264155,0.037330803,4.393367,78.88995,4.4980173,27.907272,0.10925788,0.16023828,0.16800334,0.096764356,-0.7127725,-0.9419259,0.8430679,0.6208878,0.9133843,0.58637875,3.3516397,5.750675,0.87977195,-0.2004670740465545,-0.3300597198239512
5,3.8631105,0.9723034,3.8120391,0.7514113,0.036868934,0.7737236,92.61167,5.7865677,38.5259,0.9936772,0.25306073,0.90913296,0.018843958,-0.5079738,0.87176335,0.6908182,0.00079426024,0.019964093,0.121069245,2.1843655,4.1013465,0.17859466,-0.3489595294687786,0.5742465873981326
6,3.3368406,-0.450392,3.6769829,0.8451564,0.048965007,5.5984354,96.185,5.2315865,33.674908,0.75388765,0.22427903,0.33431798,0.13844584,0.7397926,0.016845345,0.2836153,0.42860687,0.91205984,0.17931724,3.07542,2.3323662,0.14310084,0.510195624439766,0.003900409227186914
7,3.3861933,-0.7543068,2.3786592,0.91149044,0.05226766,5.540432,97.75034,5.505466,34.47202,0.5272918,0.18941674,0.24327023,0.084294304,0.8052981,-0.3231923,0.21589838,0.31601226,0.79986346,0.3077689,3.3261788,3.5825582,0.10412971,0.6263781230454094,-0.11274653872590211
8,3.5054088,1.9098363,6.593691,0.54612285,0.016734893,1.9717083,90.77909,4.4139977,35.671207,0.04913529,0.2775792,0.25871417,0.12566665,-0.93789005,0.73783326,0.48291898,0.52763355,0.13580465,0.27931535,1.1119981,3.538718,0.8667823,-0.5824985850864706,0.4936514851939884
9,3.0029178,-0.27830935,7.2795563,0.71041346,0.044184167,1.8794804,83.10582,4.5304985,35.498554,0.11868029,0.054369632,0.19245239,0.7991546,0.63576925,-0.686669,0.52107203,0.06113059,0.5818067,0.890205,3.4932353,3.3311415,0.40540835,0.19426862644931267,-0.20964213259944095
10,3.6507697,2.3803825,4.0085545,0.51438785,0.05563419,1.5568142,94.37465,5.54978,33.495518,0.0036222672,0.9584973,0.05401108,0.048404418,0.028799534,-0.61542964,0.08641843,0.9890984,0.3643055,0.15915307,2.7521286,3.5087988,0.97969604,0.005381645350341823,-0.17563845777144985
11,3.6791549,-0.36465383,8.927322,0.68701684,0.01442244,5.23654,77.05307,4.2017493,34.555847,0.021642601,0.09810066,0.019218458,0.91522676,0.21177971,-0.31452,0.03278621,0.115533,0.38086563,0.7242068,2.2006323,2.1480646,0.06883838,0.0610397148494307,-0.11952217550525929
12,4.3054724,3.431305,4.9091988,0.5273022,0.073222205,2.6039362,85.90439,5.6416607,29.537998,0.1048952,0.09231585,0.034136858,0.25028428,0.8023511,0.5303488,0.01546028,0.32554933,0.20064485,0.31402123,3.2899399,9.285654,0.8680829,0.6189074690312545,0.3687327605463494
13,4.067897,0.77240515,4.862438,0.60868114,0.04214418,3.9132366,88.16046,5.261397,28.03986,0.15572837,0.0028876143,0.39049822,0.3949795,-0.59564185,0.59766364,0.07006266,0.7949252,0.1334578,0.76396024,3.196621,7.0620575,0.9808183,-0.11094571684642572,0.5809152281038364
14,3.3934555,0.05407834,3.2852287,0.7998633,0.0497836,4.2377844,84.634834,5.5985937,35.490192,0.6736289,0.3970721,0.110636555,0.120394886,-0.7984978,-0.08376557,0.9407554,0.16313645,0.7375057,0.0350081,1.4879172,2.9115746,0.14637858,-0.7901066606065182,-0.009528810645876344
15,3.6877003,0.28919864,4.461584,0.6511221,0.04217488,2.3832083,91.95386,5.1866646,32.675087,0.3667066,0.08902459,0.048362166,0.22718515,-0.2000435,-0.38916045,0.7395268,0.94692993,0.1338766,0.28473768,1.6317394,3.304402,0.7539121,-0.044090533404912535,-0.10396665123509821
16,3.5241818,-0.037168145,4.9626684,0.80515337,0.03518677,3.3879242,74.1139,5.151042,34.333984,0.72779036,0.23038669,0.842832,0.03084704,-0.46824807,0.8557508,0.39235017,0.004236583,0.82538074,0.035743836,0.6657591,1.8644111,0.5441565,-0.3768142410927685,0.45970891752511994
17,3.4756756,-0.6483996,4.4826694,0.92878246,0.07885397,3.2135572,83.39769,5.1609635,35.47664,0.7141652,0.26720217,0.77747977,0.042588588,-0.60545,0.37871814,0.44519734,0.010878305,0.36847126,0.50866324,1.5427958,2.994142,0.4669677,-0.3563637709496147,0.16468682659952866
18,2.9615293,0.45775652,3.3605552,0.74153453,0.04708438,2.8267002,76.430756,5.7109327,35.18762,0.7940446,0.21045466,0.3630905,0.12641647,-0.7862304,0.05271721,0.65343404,0.021622788,0.76178956,0.0067958,1.1518128,2.8094287,0.7532108,-0.7862304000000163,0.008160633236976625
19,3.2460914,1.0429685,7.0327253,0.88213,0.08795122,0.50317574,98.757866,5.042016,33.014687,0.6745127,0.17059825,0.83238757,0.08883847,0.41816747,0.0059587955,0.3697959,0.20804064,0.16542116,0.028505895,0.9139392,5.006702,0.53930646,0.32965712552385545,0.0031926874479277743
20,2.7097564,0.9411931,1.2250131,0.7788408,0.14145787,0.90990925,94.8622,5.1801815,32.70912,0.7565607,0.1507538,0.86970776,0.17388487,-0.2119928,0.18752956,0.4455132,0.080361426,0.32386097,0.07855923,1.0876739,6.2162585,0.8964162,-0.1889014275468976,0.07484782844366132
21,3.8486447,2.5566192,6.467169,0.84332836,0.014104042,4.138508,72.083336,3.077542,31.25843,0.19185826,0.19079058,0.51539034,0.091408186,-0.12402886,0.5258856,0.7883988,0.097844146,0.5739855,0.27725968,2.8434584,7.2557874,0.8571724,-0.07554888677225709,0.11779671468368776
22,3.4525204,1.5866349,3.9599853,0.7781818,0.03045735,1.5091887,85.354935,4.5014296,34.96386,0.64747494,0.15528281,0.85062104,0.1714262,0.23982048,0.20332599,0.49454343,0.15029435,0.2487713,0.049737774,3.955284,1.0256624,0.2224923,0.1936552743946098,0.08171512761414566
23,3.768642,-0.07354164,2.9112656,0.8078288,0.04416481,4.6073256,79.10167,5.4694023,33.71778,0.45612037,0.13234334,0.23295973,0.01156181,-0.33065367,-0.042344093,0.59710836,0.25023213,0.77930707,0.041132092,0.99987125,3.0983284,0.7850454,-0.13415200852723821,-0.007012686875882763
24,3.6104603,-0.3610282,3.4402807,0.8544072,0.038400438,5.205035,84.93921,5.622936,33.46612,0.63054174,0.12614906,0.1401457,0.013400267,0.067127466,0.085694075,0.313555,0.18696591,0.36477062,0.13875248,1.0568806,2.9702334,0.81074613,0.031500765102929935,0.04046856799681291
25,3.4940472,0.75256205,5.6548753,0.79058707,0.062437538,3.2020493,98.67828,4.8664007,31.881403,0.7918504,0.20069304,0.85908276,0.09769453,-0.16119337,0.95809793,0.6652911,0.053343378,0.87712455,0.05634117,1.1034828,6.0510755,0.97531235,-0.14715372475510036,0.6986830002996427
26,3.9403882,2.2056494,6.030883,0.81995785,0.022087088,2.7758312,86.6809,3.8608217,29.477661,0.6102277,0.23641336,0.8362803,0.07578529,-0.80331516,0.895252,0.88824445,0.22975145,0.7571667,0.085458025,1.4432819,8.869229,0.70967233,-0.5638103650398131,0.3824541739808938
27,3.8460755,1.0598776,2.9397109,0.7160878,0.08361303,3.6566696,96.15542,5.715355,31.54122,0.3034411,0.15590097,0.5688831,0.19410282,0.4987707,0.67471445,0.19006391,0.05258224,0.23329067,0.07160613,0.98567814,3.3386333,0.5202138,0.4914702819141282,0.5907712556636578
28,4.325959,1.8266194,5.1282206,0.8907806,0.019151405,5.0478497,75.152176,4.68764,33.30409,0.93882847,0.071021825,0.90110064,0.1289363,-0.976711,-0.6804011,0.65551406,0.7387568,0.38160983,0.24981911,1.2986685,5.096436,0.9179688,-0.6016382563190157,-0.19051295951692868
29,3.6384668,1.2135906,6.8228064,0.87607956,0.017336387,2.2646713,71.77702,3.8759377,34.272552,0.56155396,0.18936373,0.70789856,0.09402783,0.42263782,0.52809274,0.09483759,0.0349719,0.16358136,0.09214385,1.8264904,3.2549095,0.81625557,0.34850992116279067,0.4957462479381967
30,3.69515,1.660598,2.7448344,0.8039628,0.034128323,4.1033382,95.69927,5.559449,34.12487,0.9385577,0.27183244,0.9302981,0.008818608,-0.9751509,-0.1582743,0.76166886,0.26635656,0.21806368,0.25988758,2.0766935,3.6884985,0.08449917,-0.7833226373162682,-0.037429912606725346
31,3.7940235,0.97577786,4.084979,0.55421877,0.057312105,1.5195122,87.14821,4.842375,32.437332,0.4930248,0.16374972,0.6546054,0.053576283,-0.9155694,0.5403739,0.54892254,0.3020729,0.9396339,0.22201985,1.4385597,6.2576904,0.6981829,-0.456050389216557,0.11028990527831979
32,3.3902497,1.7423086,1.8545141,0.8604367,0.04761765,3.4510317,82.825066,5.5957656,33.854168,0.4170265,0.13529585,0.6582079,0.31332713,0.25056005,-0.055700183,0.9200227,0.009653673,0.04791131,0.06403912,1.185502,1.7594557,0.03170107,0.2505585981935574,-0.017154760148620503
33,3.4827785,0.77068305,2.3262708,0.63230383,0.052886367,3.5962772,74.679054,5.8700476,33.776215,0.72058487,0.20759633,0.89139205,0.12521304,0.39040506,-0.4872473,0.9766517,0.13618127,0.08980733,0.021059055,1.6758236,5.624756,0.05810361,0.35052909126847465,-0.13423879637544162
34,4.130625,1.2075973,3.4026756,0.9872203,0.026853016,4.672678,82.86266,5.965049,34.162735,0.9568411,0.024744958,0.013283796,0.08742121,-0.5573309,0.44890785,0.03527217,0.36972725,0.625127,0.2529223,3.7691567,1.9320327,0.83552974,-0.17768847659036918,0.1645607043719453
35,2.6896024,-0.4034282,2.4489589,0.5505908,0.139982,2.1104336,82.97109,5.621212,34.70441,0.0847332,0.08527868,0.9363923,0.10660843,-0.35196525,0.27183926,0.9774097,0.037987612,0.610112,0.26096064,1.8089918,3.750891,0.15796372,-0.23038747826722777,0.036685322317471
36,3.0898466,-0.13897896,5.81653,0.807857,0.046159822,1.7151337,80.36148,5.248214,36.56409,0.22856948,0.19845386,0.25749487,0.3132429,0.35271168,0.7055156,0.91906476,0.042236738,0.9082995,0.1865572,1.6235912,2.8720932,0.17924549,0.3223735839513852,0.1278436855187395
37,3.9427667,0.89390683,5.4838676,0.9185655,0.017187564,4.253701,83.12402,4.4545546,32.7799,0.7324306,0.19687536,0.9200667,0.009433067,-0.71920943,-0.9108093,0.10815421,0.32936987,0.31840107,0.23583935,1.1739831,2.4451594,0.9975502,-0.2566436135990769,-0.8007325981268787
38,3.6011386,0.5968697,5.851004,0.6765916,0.025758369,1.3498592,91.70952,4.77535,35.582886,0.62237996,0.088320136,0.40087014,0.24260429,-0.9498569,0.8827374,0.97268087,0.36377013,0.9079896,0.8213533,0.62985367,3.0939631,0.16978917,-0.4366602233897479,0.3008298860198775
39,3.7670832,2.1577811,5.596551,0.86663103,0.020925516,3.9994345,78.826294,4.800725,31.262363,0.24500747,0.24274722,0.6139802,0.03262723,-0.88207966,-0.60060763,0.36813623,0.60802907,0.16762096,0.1280852,1.1727344,3.4848933,0.9801546,-0.3556263374644316,-0.44104921679785813
40,3.8217592,2.4460325,3.9735096,0.7868683,0.0204252,3.922595,94.49989,5.213364,34.934593,0.9343891,0.10804212,0.88652456,0.31354126,-0.99853015,0.93004596,0.4931925,0.47744867,0.43768337,0.6095201,1.5175034,2.068871,0.88602096,-0.968462464061816,0.7733210998433051
41,3.4892902,-0.06451774,6.5198307,0.9111893,0.037383605,2.957241,90.81857,4.3115835,31.365929,0.9936194,0.17157963,0.8978677,0.031778842,-0.716987,-0.39720803,0.6299324,0.4752746,0.12604105,0.44290358,0.99328595,8.084995,0.4421751,-0.22364371386647364,-0.12550555773060462
42,3.1074886,1.1811061,2.1613607,0.8077074,0.022985235,2.3936663,72.66823,5.9611406,35.889027,0.59579057,0.12022292,0.8996199,0.24014427,0.74152327,0.7668402,0.62094456,0.16836716,0.621229,0.12753634,1.1099372,1.1135715,0.79308057,0.6321072477183846,0.2933876258363816
43,3.3235226,1.5200632,0.600026,0.65994275,0.08420855,4.771263,84.47651,5.090682,33.13046,0.5923803,0.19581322,0.6228246,0.13508308,-0.83051753,-0.1735912,0.3537516,0.25001988,0.49304223,0.17884666,2.4506292,3.1345122,0.85078245,-0.5268166467122442,-0.06786898200465064
44,3.6070423,2.1727133,2.8911386,0.9712924,0.04568489,1.8949804,89.51708,5.9842415,31.422312,0.8923602,0.37255234,0.89052635,0.0041994373,-0.78499013,0.5424104,0.16713978,0.13136998,0.023439545,0.1969847,1.5078555,6.497709,0.92802733,-0.5944252975807833,0.42408430132309094
45,3.8708386,0.73913836,3.5434828,0.59530187,0.029290048,3.7841616,87.404495,5.4656076,31.417587,0.37663984,0.12083571,0.34245077,0.03122961,-0.8759972,0.37017322,0.9051844,0.7057857,0.9580278,0.47168732,2.688593,6.2231283,0.044809274,-0.2400213767376543,0.03937101141922885
46,3.7122831,0.90514755,5.53457,0.57330954,0.06461151,4.4861135,91.1203,5.1659775,31.40709,0.47054577,0.07475688,0.74764526,0.1222493,-0.98235625,-0.51595616,0.40101966,0.58378774,0.5040708,0.5710437,2.1142907,4.86961,0.09257001,-0.41565835616267294,-0.21938220723204677
47,3.674758,1.1381242,4.5687394,0.82062155,0.04695897,4.3196354,93.456894,5.33752,30.373362,0.29216504,0.2551911,0.6517106,0.26109368,-0.9973421,0.29047334,0.3751426,0.7241136,0.6896424,0.6861271,2.239736,3.967526,0.016500097,-0.9447400006665378,0.08159793482939955
48,3.165722,0.7243655,4.3558636,0.75688237,0.029011972,2.5187387,78.86819,4.249094,35.455444,0.32738876,0.002409407,0.4147891,0.09266677,0.9614911,-0.23763615,0.71464056,0.36615846,0.511436,0.006949907,1.1627104,1.9631836,0.99051124,0.8964201305662712,-0.051348242892694254
49,3.7133307,1.0162215,2.2976635,0.77978516,0.058722805,3.5044174,80.769356,5.633694,32.894905,0.1093863,0.26397875,0.36197662,0.14380096,-0.99797755,0.27825236,0.8750749,0.9073256,0.7783116,0.71898395,0.9004416,6.08129,0.29955357,-0.9054558421451563,0.034760024870033525
50,3.521737,1.8708978,1.8591108,0.7836225,0.054014187,2.6113682,82.13773,5.5996356,32.19141,0.06839611,0.10676426,0.4777707,0.10705186,-0.99732167,0.75568116,0.9325643,0.6850142,0.76300776,0.6123731,0.5920565,5.791778,0.42879197,-0.8128832481948396,0.17547988907900713
51,3.4267402,1.9268935,2.0540898,0.8172288,0.047366332,2.106203,80.78145,5.7395396,32.675316,0.08168587,0.25572175,0.5010834,0.121257536,-0.9973659,0.6867353,0.70158625,0.6726624,0.95329165,0.45876652,0.7487554,6.2170196,0.48607114,-0.9267702277750872,0.13764286199344933
52,3.6701174,3.8667068,6.479558,0.9599091,0.07795467,1.6598711,84.75722,4.520212,30.710077,0.653179,0.09673456,0.61991453,0.35826358,-0.9869971,0.577237,0.6151332,0.8723299,0.04524551,0.890953,0.77573544,5.8339715,0.16039316,-0.6653558848709076,0.30148522636264713
53,3.7621355,2.2289705,4.2053595,0.8996998,0.074553154,0.9281635,90.196175,5.540062,30.406834,0.63147897,0.02884764,0.88326603,0.2213732,-0.9986389,0.28708267,0.1531924,0.83463985,0.3545525,0.57703876,1.169337,8.204859,0.14704914,-0.9063853760436751,0.18292776774796357
54,3.0779538,0.7734003,4.29259,0.7676111,0.038399108,3.6446533,83.14106,4.82913,33.391693,0.560467,0.19436805,0.43414873,0.13545065,-0.669714,-0.0008947253,0.90234774,0.14117725,0.54198563,0.3941202,3.3427727,6.0037456,0.67289364,-0.38141995038159415,-0.00014084692656648226
55,3.7260795,0.3087778,6.5624237,0.74641573,0.023122359,3.8868618,86.69319,4.837129,35.163597,0.49089396,0.286452,0.29713762,0.10239215,-0.66546524,0.41228867,0.88438773,0.23185275,0.62644047,0.002926167,3.2229905,1.6989822,0.5582728,-0.5945617719725161,0.0684760544266763
56,3.4478812,1.4551957,4.175213,0.8546815,0.061531052,3.07909,99.43733,5.4843016,34.468643,0.42364752,0.0150048705,0.009726652,0.16256687,0.36870325,0.6842513,0.17077206,0.33483982,0.674104,0.013851553,1.0938557,3.9695442,0.32895505,0.23000492159114072,0.3531081085637798
57,3.568376,1.5197327,6.0246077,0.6865511,0.02837808,2.512889,95.74744,4.714233,31.892338,0.52310693,0.28445488,0.49747065,0.016184943,0.5966071,-0.5011114,0.9069856,0.14281484,0.82985556,0.51126444,1.8365027,4.1015024,0.8058151,0.34488718462998713,-0.06973582375613341
58,3.6266904,1.133122,7.230897,0.79357004,0.029353192,2.667282,92.283005,4.042543,32.15728,0.6437819,0.011413103,0.64778614,0.006727949,-0.35701984,0.050402284,0.56900907,0.16850689,0.8007124,0.16951539,2.3635244,7.4944997,0.66895187,-0.11122861674264344,0.008501439309410287
59,3.3874707,1.2536087,8.016693,0.7786363,0.03973254,2.7687635,94.80654,4.1478205,32.115074,0.5532838,0.02538754,0.7293994,0.011046632,-0.01320076,-0.22284919,0.49636698,0.3149155,0.5938235,0.14422163,2.612373,7.206641,0.80201834,-0.004937038087300199,-0.05777216830773681
60,2.8501053,2.4992437,9.177194,0.8272788,0.0070627485,1.5436926,71.84472,2.1541233,29.473476,0.7506071,0.066270374,0.34058642,0.33850503,-0.5720712,0.4936924,0.13039945,0.33451414,0.73968685,0.4128155,0.5499399,4.2238865,0.08802481,-0.23294536234145627,0.19892122809893548
61,3.8102474,1.4699855,7.251031,0.81219333,0.042118188,2.9922104,82.42352,4.846222,32.34326,0.7049567,0.40694034,0.9615265,0.03955672,-0.8872295,-0.8596833,0.8851676,0.4439139,0.83615446,0.12910974,3.8431964,7.663483,0.7051091,-0.5382743976566661,-0.24167064412536512
62,3.5249438,1.0700312,3.9776864,0.8291194,0.06021232,2.4443893,87.789825,4.9840813,31.04094,0.9317383,0.20809947,0.95932454,0.07160463,-0.9121328,-0.9225449,0.8621637,0.34434912,0.7317481,0.43265557,3.7782629,4.3950963,0.5316364,-0.43979212690960373,-0.21964586144462211
63,3.5329123,2.091806,3.3786092,0.8134078,0.049370397,3.7619734,78.88477,5.7917495,34.053757,0.41177034,0.12635286,0.7520666,0.105495594,-0.6936033,-0.89138097,0.6080963,0.40880674,0.24437219,0.113059066,2.85581,4.9150295,0.7279171,-0.33294984518226073,-0.6496114712818042
64,3.5678687,1.4993694,7.3664975,0.74302983,0.056910045,2.0354643,78.51005,5.1832685,30.243755,0.049552515,0.1250315,0.77633744,0.0428182,-0.9704421,0.529336,0.7328547,0.6288687,0.0048214416,0.36360952,0.77137065,7.1206083,0.44295934,-0.3656019718262044,0.22833853120243316
65,3.5030675,1.3161831,2.2595417,0.9378594,0.08999075,1.4189386,87.030045,5.3353095,31.063694,0.3621451,0.2819501,0.6664034,0.07247718,-0.9419682,-0.97358763,0.2748636,0.9362089,0.00018295232,0.44781086,1.493276,6.915227,0.7186083,-0.37877212068031524,-0.960728471939341
66,4.0646715,2.1273222,3.8451827,0.82997966,0.020460648,5.1270533,89.55481,5.33478,32.794155,0.7793798,0.030674977,0.69890654,0.15571684,-0.9983479,0.92661905,0.79214513,0.8655153,0.2930345,0.604111,1.4901286,4.4157143,0.8704612,-0.7991636697887377,0.655640839483148
67,3.474176,0.50722814,6.683182,0.6130902,0.044287056,1.951334,80.44447,4.2189107,35.703255,0.26587227,0.21938442,0.3212572,0.12676439,0.28425968,0.4497186,0.5441821,0.015216313,0.40745616,0.14599055,1.1107097,4.5059605,0.44292256,0.22220206552304045,0.1688375836411931
68,3.9654226,1.8745828,4.4506335,0.896968,0.024758097,4.9394913,93.23287,5.6409435,33.222153,0.24430719,0.10169726,0.7666267,0.06122413,-0.28828394,-0.36025685,0.78631705,0.20906854,0.36177504,0.55546546,3.3568082,3.1459148,0.81992656,-0.09049747515780877,-0.09574561923883926
69,3.5083714,0.092561245,6.245634,0.8959168,0.041183554,1.2093925,80.75442,4.4408565,32.775978,0.621429,0.2021577,0.30010408,0.08846282,-0.72268176,0.5905638,0.22872394,0.1365491,0.56254774,0.31940508,0.3306395,9.41819,0.05957981,-0.43899206449164746,0.30541381502868703
70,3.8716226,0.66111803,5.951933,0.9791022,0.051255748,2.3102846,95.29869,5.2942104,33.233788,0.71557033,0.057877555,0.0143556865,0.13179746,-0.7366272,0.97545946,0.32426685,0.2809484,0.7159328,0.5103224,2.286131,8.8843775,0.43122005,-0.23376838126126662,0.7347351994096526
71,4.4134197,1.6714032,4.8518677,0.9209744,0.07056077,1.1655798,91.30554,5.4508457,30.714224,0.21240053,0.033352762,0.038736686,0.4052828,-0.672784,-0.20108753,0.238706,0.31108072,0.16113064,0.37162402,0.9992789,6.79115,0.85325253,-0.3121239154251701,-0.09366105767192756
72,3.4541163,0.5256083,3.7711544,0.61459106,0.023083974,5.560998,96.12924,5.2030783,31.070284,0.75402576,0.29494128,0.2723838,0.07851348,0.27162063,0.038042903,0.8817012,0.071291424,0.3179727,0.048651747,1.9118624,9.431972,0.8662075,0.24501876520493238,0.00876336681999876
73,4.5106773,0.26486778,6.598158,0.79938793,0.048861977,3.190981,93.06089,4.8959446,31.081707,0.4173417,0.03107487,0.16774108,0.023642996,0.06103432,-0.14001572,0.535726,0.32767168,0.5804786,0.12175869,0.8603489,9.872851,0.5708275,0.024406443392360495,-0.03336460205080907
74,4.5676994,0.42519307,6.1318,0.86267304,0.055435725,3.5182953,91.094284,4.925334,31.01804,0.44064182,0.034129564,0.29734522,0.04896401,0.109130144,0.51093304,0.5428602,0.16741002,0.29941773,0.14489359,1.0220705,9.8424015,0.7561225,0.04949739631884049,0.23425993126633557
75,3.2715592,0.8001516,3.1080718,0.69987094,0.07587398,3.913168,96.99393,5.6371436,35.448486,0.5885029,0.26831225,0.6041004,0.088794634,-0.22158909,0.045879006,0.43594337,0.08587353,0.67095137,0.015879529,1.3793092,1.0001558,0.7580865,-0.22058806257322017,0.011483155139321004
76,3.2520695,-0.40877938,6.1118593,0.62500274,0.020419445,4.0628796,72.18278,4.9756994,31.938282,0.17675033,0.2580511,0.9325074,0.054758586,-0.6148225,-0.4491862,0.73464537,0.25760543,0.53442734,0.1774489,1.5353757,9.046023,0.39707732,-0.2984879558720143,-0.10116010237225653
77,2.8135653,1.8571486,7.5303774,0.8967024,0.06744534,1.790432,78.549095,3.725037,30.370125,0.76636076,0.10020879,0.15836644,0.116438605,-0.6946031,0.6224215,0.04420421,0.08448307,0.7285688,0.5123149,1.1177675,3.3496902,0.6760799,-0.34107343836806786,0.289540125434154
78,3.6781807,0.4225645,4.2401876,0.72812766,0.077256285,4.1950226,83.401955,5.308966,29.729435,0.5193848,0.21898115,0.90524566,0.1403185,0.72353864,-0.6075482,0.949073,0.13627344,0.24964169,0.012732445,3.141616,9.63617,0.36144876,0.683995417901796,-0.15377414751784985
79,4.6624737,0.51756525,4.800222,0.8316436,0.02826661,3.6708126,95.70389,5.5742464,32.71611,0.46137196,0.119172685,0.43332106,0.13069533,-0.8413114,-0.103960395,0.5111538,0.46493936,0.08906412,0.3610554,2.9992383,9.94688,0.15612811,-0.3142971859612641,-0.05522275366104464
80,4.5308437,1.4734483,3.6724155,0.59665567,0.060933,3.4331894,78.86344,5.645255,29.598705,0.9810152,0.25905225,0.89019996,0.081034705,0.055211306,0.4737773,0.63096964,0.035480686,0.8704414,0.069883935,3.7098496,9.895614,0.7815067,0.04544080759957187,0.08188296980426382
81,4.3636446,0.6200962,3.8256454,0.8754182,0.04296498,5.5175486,84.07333,5.7395477,28.390755,0.056695342,0.2209395,0.690397,0.005801039,0.026389122,-0.26540005,0.52116764,0.004297918,0.2936055,0.4768769,1.1547256,6.2205772,0.6890172,0.013638268905627565,-0.10922366370435858
82,3.7130294,0.39463258,5.7402244,0.70868564,0.027449291,5.6078434,92.98624,4.669343,32.309616,0.9729096,0.18447618,0.70290047,0.0010462771,-0.17436343,0.89166987,0.66996586,0.0684437,0.6347953,0.02976716,0.96537983,5.1611958,0.39344501,-0.1046954486580358,0.48649258977256354
83,3.5262146,0.36106706,2.395079,0.922408,0.09647103,3.3275566,94.49521,5.2132254,31.044918,0.42028037,0.23716302,0.6479794,0.0009611461,-0.010728955,0.93517566,0.75020957,0.13293757,0.64867026,0.124938846,0.84740025,5.8075924,0.43225938,-0.0059367094467597525,0.600553284688911
84,3.146246,0.23785543,3.9367356,0.66924405,0.038446903,3.7848358,81.94933,5.7337055,34.528507,0.7500974,0.14813784,0.8404533,0.0033883706,-0.9647034,-0.0691033,0.47589624,0.3835792,0.2535522,0.219983,1.7140191,3.27047,0.34064594,-0.4105989457359866,-0.02704629304323683
85,3.8729005,0.75384307,4.6514845,0.939582,0.027986303,2.4252605,77.51486,5.3913097,33.764256,0.9486569,0.31463414,0.36075294,0.0051979464,-0.98732835,0.94164264,0.7909263,0.7511478,0.64986044,0.20902026,1.2321323,4.30452,0.8696237,-0.6399419316915111,0.44605061334492313
86,3.8784618,1.7572432,6.856357,0.8928133,0.03015499,3.2444048,83.77606,5.059124,34.313965,0.9797631,0.4469301,0.31181157,0.0028621326,-0.98313785,0.92706895,0.77291626,0.50166947,0.8211131,0.061178584,1.2284448,7.0506396,0.9596179,-0.8131946695354499,0.32181788532983396
87,4.2280197,0.8988497,6.1925535,0.7819582,0.0290064,2.8926468,82.77221,5.102435,31.914108,0.7211722,0.08581837,0.884782,0.007833002,-0.76591146,0.96042216,0.38244385,0.3502961,0.007226665,0.3169759,2.166049,9.284892,0.9153494,-0.22200870574134332,0.9128817064074761
88,3.2404718,-0.017576098,4.5895367,0.8589629,0.06245193,2.7057695,91.60259,5.3196945,30.237278,0.9045216,0.14039163,0.99318826,0.17543589,-0.76534075,-0.6125989,0.1082144,0.2681537,0.9580921,0.19213025,0.7396167,9.770314,0.23190086,-0.4291964890955285,-0.16337396210562352
89,3.2983956,-0.24935472,4.2239943,0.7948543,0.080144614,3.0225077,90.002426,5.612009,30.3844,0.70629,0.09179132,0.9875847,0.32391864,-0.5796833,-0.56762826,0.06957694,0.12495861,0.9518695,0.28317598,0.90163994,9.83658,0.08883554,-0.3452453914219264,-0.19977713534910485
90,4.3979416,2.0127783,6.145752,0.6595285,0.03440326,3.6512928,73.66269,5.3358955,33.175404,0.17637993,0.21407206,0.20049374,0.06373058,-0.6376413,-0.57322645,0.8932921,0.35196558,0.57555,0.3921591,1.0714891,7.383388,0.9670485,-0.23972628929875484,-0.11305081643336201
