Unnamed: 0,alpha,beta,delta_m,eta_spin,lam,lamb,mmax,mmin,mpp,mu_chi_1,mu_chi_1_at_0,mu_chi_2,mu_chi_2_at_0,rho_chi_1,rho_chi_2,sigma_chi_1,sigma_chi_1_at_0,sigma_chi_2,sigma_chi_2_at_0,sigma_spin,sigpp,xi_spin,rho_chi_1_true,rho_chi_2_true
715,3.238546,0.88237333,4.4031663,0.8210044,0.034951482,4.1039333,70.16919,5.5519195,35.9709,0.57336676,0.244886,0.35659283,0.04995755,-0.9968427,0.122484446,0.6765085,0.63902044,0.5179078,0.32080585,0.77980983,1.8526038,0.4731139,-0.8889731577471482,0.02654304861876905
716,3.7879596,-0.26376283,5.470326,0.7591543,0.029502468,5.507717,92.88857,5.435847,32.560432,0.6964169,0.17659758,0.34041664,0.16949476,0.979141,0.3572954,0.3201689,0.20637086,0.71516657,0.28540567,2.088374,5.551095,0.7664668,0.9593190390926746,0.10993360899689898
717,4.352456,1.6382725,5.0685415,0.8773813,0.02225599,3.7933311,97.37106,5.774787,35.88668,0.6330966,0.06348999,0.9216379,0.011875896,-0.74244785,-0.51286197,0.34833086,0.4330949,0.57838774,0.041019928,1.5775441,2.7728517,0.61291194,-0.23773576693800014,-0.19041161267644083
718,3.7214441,0.9057739,4.0239487,0.70334375,0.0290158,4.106063,85.92558,4.7670875,33.494064,0.3112871,0.38669375,0.6145846,0.0076209684,-0.5845974,0.36313474,0.5362665,0.20809212,0.08868667,0.5026652,2.2116427,4.5982437,0.44420543,-0.3008631765337635,0.19246850116022537
719,4.1722603,0.013055563,8.66262,0.8985213,0.0044665774,4.8206596,77.72837,3.6591685,36.331024,0.9276024,0.074611604,0.78396666,0.05517099,-0.9821448,-0.47916472,0.31934646,0.45158166,0.52709,0.049331218,0.80710584,2.2819583,0.59140533,-0.8775921074348966,-0.1535585018523731
720,3.6663303,0.6772158,7.9366016,0.87594277,0.0058189635,5.9626913,81.60378,3.063606,34.55841,0.8315421,0.3374519,0.99340266,0.10474173,0.13907194,0.3259591,0.13650677,0.12548046,0.08784703,0.19457068,3.4205997,3.5257268,0.24601258,0.0975526038933117,0.19240938493596646
721,4.5761747,0.9317186,5.123077,0.7759958,0.020276772,3.6303186,85.95903,5.0781984,34.2676,0.8649537,0.18065934,0.9194301,0.15896715,-0.07104826,-0.43489635,0.031819325,0.06925987,0.5178875,0.12275108,3.5937967,2.9604034,0.28290758,-0.05899193641036763,-0.23449951359386437
722,3.0867748,1.3317325,3.2620053,0.59401155,0.06397066,3.3909883,83.95335,5.6045756,31.094494,0.52185977,0.14386146,0.607812,0.06630572,-0.4670173,0.7972959,0.6210769,0.06316494,0.24296807,0.27232477,2.51974,2.2963755,0.014098387,-0.29900457704635475,0.4992475404871443
723,3.5214286,0.8377712,6.1664066,0.69472915,0.011501262,2.598629,76.81406,4.442191,34.612328,0.92309767,0.09626262,0.7473676,0.15899768,0.63309133,-0.1525746,0.7811818,0.12020101,0.25575826,0.053209618,1.8122219,2.6659966,0.99827886,0.5257450572305976,-0.0421052230393449
724,3.2308216,0.55323625,6.53723,0.9536482,0.03595414,3.11372,91.608665,4.5145893,34.76512,0.23708248,0.21994779,0.45223358,0.10871435,-0.6197649,0.25907135,0.4365218,0.13086855,0.6487612,0.059550937,1.6886427,3.8457425,0.9999815,-0.5414205092942039,0.06865203868905832
725,3.341969,-0.5869751,3.470437,0.81104755,0.054556318,4.240426,88.24964,5.013615,34.011314,0.43775958,0.10630496,0.63510406,0.14283966,0.8216785,0.7856035,0.89814466,0.17907049,0.95501053,0.011768944,1.2396898,1.7493739,0.99984884,0.7179797600540379,0.174589721711563
726,3.3995166,1.1757116,4.373184,0.9413743,0.037687235,3.475315,93.44557,5.579606,36.501514,0.7247928,0.20825073,0.67504233,0.08964594,0.9978154,0.9610156,0.9623198,0.1054164,0.8941527,0.20384595,1.5770755,2.93463,0.987172,0.9953682186062099,0.6336982302950932
727,3.4488053,1.0262733,7.0450115,0.87926173,0.020098517,2.8439665,85.17615,4.315736,32.869576,0.9089656,0.21307097,0.74969435,0.100715496,0.30043983,-0.11318898,0.76956135,0.13222156,0.9000442,0.04916352,1.3627537,2.458112,0.98718584,0.26176867824781924,-0.012908790249807792
728,3.592331,0.29812598,3.6924212,0.52587724,0.054878395,3.239131,93.58147,5.860797,33.906418,0.6171315,0.4624062,0.23940422,0.008959365,-0.8979757,-0.554165,0.51354927,0.8036009,0.49971083,0.25559,2.039941,1.256999,0.040768154,-0.3513896632253804,-0.20683890228510707
729,3.5616388,2.0449467,3.2976108,0.9479425,0.037491176,3.268156,80.409164,5.596961,35.83824,0.060685463,0.2645682,0.8364362,0.19561519,-0.8430625,0.6676371,0.7456315,0.016691519,0.20331928,0.22752702,0.8194108,2.5716572,0.28930485,-0.7680703778162932,0.21985153735517865
730,4.350499,0.32367992,3.9568763,0.67671204,0.02360119,4.703683,92.63962,5.8993735,33.152096,0.48876765,0.30761653,0.2570665,0.06304649,0.4387797,-0.40231878,0.9532728,0.050235484,0.3139329,0.08534469,2.701412,2.4841857,0.07640725,0.3413361070880502,-0.09697461727251985
731,3.3606677,1.5187836,8.380871,0.7747925,0.020654002,2.4567938,76.06053,3.9092073,32.5174,0.89403313,0.29684564,0.53814054,0.1230377,-0.97823095,-0.8230563,0.48268384,0.29176816,0.11036464,0.18439943,2.7610362,6.8909874,0.97496176,-0.907186121963249,-0.6075402592677898
732,3.652851,1.5269525,3.337175,0.8771292,0.039414935,4.372469,79.166,5.267782,33.112347,0.9961641,0.15848428,0.82435185,0.19627686,0.653278,0.8958906,0.45160538,0.027855622,0.50000095,0.0817277,0.9927511,3.5004046,0.31447718,0.6427408457509595,0.6401906974216356
733,4.33704,0.75342774,3.9713364,0.90038526,0.030139202,4.3943043,92.60231,5.3895054,33.861187,0.7743809,0.17420338,0.8116143,0.041658286,-0.54190004,-0.87994456,0.37059116,0.30533347,0.21148853,0.08233128,2.704877,3.964758,0.5524127,-0.2363775165143403,-0.5967906416223868
734,4.437752,0.93985415,4.247686,0.88963306,0.026108595,4.458891,94.49415,5.2349844,33.573586,0.60809964,0.2766575,0.7804415,0.024986941,-0.4639235,-0.858646,0.4099011,0.17854178,0.35249126,0.09516978,2.4637735,3.5946662,0.6751785,-0.25823752526546795,-0.5771483968285005
735,4.5698557,0.538291,4.668395,0.8746575,0.020634789,4.849124,96.55138,5.332676,33.757465,0.67131144,0.23081969,0.8822948,0.05373138,-0.5545428,-0.90327,0.46150833,0.14590913,0.3547437,0.12682387,2.1165426,2.713448,0.7109285,-0.33623568069924853,-0.5191742156919755
736,3.8088217,-0.05338049,4.8847084,0.7536685,0.017128645,6.419304,93.28796,4.55063,34.04074,0.3544503,0.19552553,0.88615686,0.023953592,-0.73915994,-0.49372518,0.4639529,0.20009115,0.36782622,0.14978105,1.3625284,5.3224587,0.7988389,-0.35020157623122433,-0.21278396437003103
737,4.371811,0.16436815,5.364732,0.83815503,0.016840523,6.050289,83.45002,5.4551682,35.876366,0.61226463,0.20741639,0.5459637,0.06506486,0.17321825,-0.747632,0.87311673,0.07328672,0.15951625,0.040775735,1.4670792,2.954927,0.85864466,0.15393619022041,-0.3419236209666785
738,3.329733,0.6296754,8.329915,0.83444995,0.017737627,3.9103117,97.05499,3.579248,34.307823,0.6477383,0.20987988,0.84691876,0.071325034,-0.6503998,0.78454494,0.12201615,0.17534107,0.41381955,0.31991616,1.1551006,1.6230648,0.22962944,-0.3331258220365314,0.5988320432380583
739,3.682776,1.4991329,3.1864653,0.79201925,0.09532435,1.699213,77.08885,5.898136,35.33686,0.935871,0.211866,0.72409105,0.0012255207,0.37203896,0.055781484,0.71458566,0.10655865,0.45182145,0.02760764,1.2837244,6.917933,0.9909745,0.23458659033831974,0.012422562714205497
740,3.059751,2.5284023,5.3625402,0.82562506,0.058612954,1.1949978,98.53662,4.0647554,30.60714,0.95244944,0.2778063,0.83571255,0.00095139875,-0.6670923,-0.7348685,0.27138948,0.1489954,0.046179414,0.15209235,1.4755012,4.649761,0.9983215,-0.3954481358162123,-0.5638337874578951
741,3.4530563,1.2601979,5.125432,0.864364,0.05854074,1.8757572,84.01651,5.450467,36.855705,0.5120795,0.15647598,0.9025422,0.092671216,-0.16243374,0.55142975,0.3856673,0.3505012,0.8016926,0.21732397,3.154239,2.463644,0.9907037,-0.06808244392559046,0.16877328668347732
742,3.7276273,0.12423992,5.8295393,0.8040351,0.026641123,4.0347757,82.86775,4.716461,31.667032,0.27078068,0.1792069,0.059349228,0.2968866,0.53497493,0.64949024,0.46398604,0.3884637,0.9126824,0.21508011,0.54726285,7.245554,0.005703503,0.3488839051696187,0.18212170243171297
743,2.9965005,0.14544702,2.948981,0.64989996,0.05816984,3.1596832,75.05566,5.873249,35.86872,0.12580968,0.23666064,0.324918,0.12695508,0.94390833,-0.9987933,0.39306045,0.6740666,0.2299674,0.71190447,3.861789,1.1865718,0.71124387,0.6749043201514278,-0.9944880357582504
744,4.8743677,1.910773,7.906783,0.6355174,0.015470597,2.9990177,90.73483,4.6964607,28.25364,0.9827546,0.005947392,0.79997516,0.050246403,-0.4734937,0.9966316,0.5056941,0.3451544,0.03794297,0.4281918,1.0279593,9.548074,0.63931185,-0.13520367855416074,0.9867305114801176
745,4.695446,2.686699,5.007673,0.77579856,0.026719095,3.7420263,96.25851,4.7637935,29.56599,0.8823203,0.00808447,0.7074296,0.0497009,-0.6669045,0.98152184,0.68995386,0.14469004,0.11686832,0.21839227,2.1321146,9.656547,0.48376825,-0.19647259972702438,0.898165979169836
746,3.5383415,-0.18806684,3.1190977,0.6709394,0.11982562,3.0900974,96.15314,5.834365,31.265293,0.6813762,0.004749891,0.8426203,0.31004724,-0.50680566,0.97188103,0.43829694,0.051776968,0.12449146,0.14173014,0.70136297,7.596693,0.14704053,-0.309479311222403,0.9259048961601234
747,3.484395,1.8480678,3.665092,0.93015546,0.054914236,2.005125,92.13752,5.754142,32.425728,0.5858255,0.015495368,0.37283748,0.09248423,-0.8285838,0.9991082,0.34807333,0.34625652,0.55867046,0.1317273,1.6360705,5.2440977,0.48738083,-0.3402219760594173,0.9962708139473144
748,2.8496947,1.8425355,6.5898414,0.9090263,0.062502764,2.9523354,78.50007,3.6191487,32.540314,0.7505541,0.016334351,0.115047194,0.0874619,-0.921787,0.9825554,0.21721417,0.82199454,0.9231941,0.31887484,2.2788272,2.9771714,0.73879683,-0.3032977088813647,0.8472958625063476
749,2.9002852,1.763418,7.0404463,0.9320448,0.056472357,2.9291334,79.1892,3.706697,32.34783,0.5771075,0.013103968,0.13491558,0.086511716,-0.87770313,0.9727385,0.21999495,0.8197738,0.87758005,0.46076867,2.1539085,2.8487468,0.77749944,-0.2355298987628418,0.8020994820560079
750,3.5964465,0.7487073,4.1813226,0.57716745,0.057830628,1.7655869,77.98371,5.6669292,35.591583,0.23946825,0.071408,0.7743753,0.37679,-0.963458,-0.9329411,0.736457,0.22381707,0.22174646,0.45802996,2.0969408,1.996721,0.4741699,-0.7449000190071475,-0.6991335149713542
751,3.2978435,1.5083354,4.0143814,0.8777183,0.03023075,3.4176445,98.765236,5.2615204,34.34501,0.6635996,0.052299757,0.32728598,0.18280111,0.2019155,0.90153146,0.23126258,0.17327483,0.042030834,0.6385659,0.7717739,2.1196244,0.2465783,0.060106777783169606,0.8735007184971112
752,4.161401,3.3538537,4.885367,0.529374,0.02361692,2.7731085,92.92885,5.3398075,30.788212,0.7741516,0.062484425,0.8532007,0.1299282,-0.6970433,-0.26635385,0.8502479,0.14434694,0.9869561,0.023790585,2.7629116,7.578186,0.31884587,-0.5538378135848252,-0.026839456801945532
753,4.320238,1.0151715,5.4300175,0.5906848,0.019350894,3.5788584,93.105316,4.6880426,32.294807,0.8158942,0.036340453,0.52781755,0.24220787,-0.78955394,0.068130255,0.86914474,0.20422728,0.9664115,0.11589029,3.1431198,7.7281203,0.81766903,-0.5743719282064488,0.006492478921260316
754,4.4254303,0.65069485,7.4481173,0.57228464,0.020169273,3.6137495,95.92195,4.515629,32.616013,0.77222985,0.036642257,0.37710673,0.35193574,-0.74657273,-0.2616654,0.8709449,0.27995732,0.94899285,0.33655632,2.792663,8.047478,0.83093154,-0.363309743675876,-0.027019594564315335
755,3.4982724,2.2994757,3.119297,0.9288054,0.036447175,4.1526594,75.92638,5.75686,33.152645,0.17045619,0.15899609,0.878379,0.023263037,0.18829906,0.1411959,0.36140803,0.057407524,0.11785232,0.10554971,3.8077922,3.9242196,0.26069406,0.12178167001230508,0.07039472636953598
756,3.667245,-0.190804,6.2626467,0.56775177,0.033138517,3.8602257,91.12805,4.7813835,31.793163,0.7107266,0.05146194,0.2013099,0.36870193,-0.6251434,0.45550632,0.8644927,0.060652558,0.9443061,0.23685408,3.2545035,7.5535817,0.65677524,-0.44218991231559085,0.05457859922793164
757,3.5996828,-0.08725488,4.7608113,0.6316025,0.022391753,5.9411163,81.18477,5.06299,32.526886,0.7079378,0.21789566,0.91398436,0.09120161,-0.6199198,-0.04327947,0.94111174,0.31916094,0.17568377,0.101406775,3.4643095,2.917978,0.79597336,-0.3366322392916024,-0.009018751334144757
758,3.4696445,3.0511632,5.3759136,0.8878734,0.024694866,0.27616692,82.38197,5.088339,34.562016,0.85834754,0.079020135,0.042191006,0.22202025,-0.9021221,0.46116424,0.8704785,0.38065022,0.9282805,0.5604797,0.7367342,4.844795,0.3901466,-0.3725571639371659,0.05379029900105654
759,3.552342,2.7265787,6.6390085,0.9422129,0.028256832,0.8883934,76.48439,4.8178368,34.918747,0.8937902,0.066982314,0.086361036,0.16307613,-0.9228084,0.046429873,0.87839085,0.293602,0.9801839,0.52946603,0.86357653,3.3386414,0.6048522,-0.36353617254878756,0.0042801524331275344
760,3.15522,0.81356,5.526345,0.78925014,0.021784635,3.2835112,84.859146,4.7587852,34.323647,0.080042824,0.08987045,0.07227573,0.15522057,-0.8873954,0.3425367,0.98910636,0.6304018,0.05912237,0.97648346,2.648374,3.8531413,0.08760507,-0.25432881109302163,0.09051392066515145
761,3.3429356,0.45005798,5.257002,0.75896156,0.02732844,3.1657696,75.91592,4.0324316,33.87599,0.10390262,0.0958248,0.051258758,0.13914819,-0.71713936,0.16767085,0.9853162,0.78155595,0.034678448,0.947548,2.9441972,4.1341763,0.03011199,-0.1326367735326377,0.04334837797468185
762,3.6843042,3.4229712,3.423714,0.82303274,0.03120345,3.1198177,94.655304,5.695454,33.184975,0.9241584,0.14062779,0.99195474,0.32663924,-0.20306921,-0.33117396,0.21776234,0.018264638,0.9642108,0.9163998,2.320413,5.281367,0.9234059,-0.06384569205537664,-0.06450374287173019
763,3.961379,3.2307105,3.2384892,0.8899665,0.047095068,4.181286,80.39837,5.7766075,32.982323,0.43270805,0.16971114,0.97981894,0.54868734,-0.7258244,0.48812377,0.08336876,0.073066965,0.98754054,0.67239535,2.2891333,3.8793082,0.7702877,-0.39915375844100337,0.15779542017587384
764,3.3263373,0.18811679,5.9383864,0.92294,0.044604536,2.4858046,89.483444,5.0762653,32.168015,0.9792581,0.17356066,0.12634517,0.19189851,0.9534819,-0.37904876,0.41585842,0.104515344,0.6671177,0.55578756,1.2285466,7.5665064,0.78943366,0.8362053043338661,-0.10219926812183194
765,3.4736667,2.3025103,3.2867565,0.8366385,0.028386327,2.703124,87.113235,5.731677,33.687675,0.09289251,0.108291894,0.9887162,0.27184647,-0.97315174,0.3154143,0.89450425,0.42169243,0.15559101,0.49642015,1.4631028,2.108964,0.686536,-0.6810898765321161,0.060812120215898983
766,3.8933792,1.9297726,3.5295832,0.78103137,0.06288259,3.2716036,87.55141,5.9624443,33.71394,0.8939485,0.09537793,0.79532826,0.021091986,0.17001724,-0.26629072,0.9988714,0.32066602,0.8514584,0.08705771,3.3625216,5.088718,0.9315268,0.07695194128928148,-0.02646981622636927
767,3.5522509,0.7073102,3.756315,0.92126,0.040588543,3.7754583,87.50318,5.8828783,34.55606,0.6261633,0.13503368,0.44103262,0.05680206,-0.6753991,-0.20171112,0.9987483,0.1739545,0.74649304,0.4108641,2.6444771,2.7138152,0.9476112,-0.2756931605363925,-0.02235919781924994
768,3.9366422,1.491637,5.064427,0.8601389,0.08012481,1.0753918,78.84396,5.6792593,37.52402,0.75680166,0.13562554,0.5817519,0.15413494,-0.37650537,0.1104821,0.520723,0.15700859,0.25535098,0.0735327,1.1952244,5.936631,0.9916592,-0.2762663457176684,0.04920818715692354
769,3.8707929,1.0026035,3.4517834,0.8937906,0.03933134,0.76883507,90.81152,5.5375786,33.113216,0.036200833,0.17254835,0.96678436,0.07369966,-0.7890552,0.14433599,0.54664314,0.28828117,0.36786732,0.31851226,1.2547874,5.0086303,0.89997536,-0.3273446999839742,0.039213264694100816
770,2.747107,0.17249346,3.2402894,0.8313545,0.08228941,4.0788183,77.13171,5.267005,36.44061,0.8261837,0.17742613,0.99934715,0.04817265,-0.23600382,0.31125116,0.70896053,0.13626705,0.83162373,0.10129371,1.7047261,2.6213424,0.3845412,-0.13219873052215636,0.04508970871824937
771,4.0629253,2.3293042,4.516045,0.8483548,0.036077958,3.888277,95.72359,5.0651026,32.33914,0.5496375,0.026080143,0.02974659,0.07619082,-0.6230414,0.022665262,0.70265186,0.31594667,0.96960783,0.06771345,2.4949222,6.3989778,0.7369112,-0.28846695341468265,0.0026168626280917012
772,3.831778,1.642051,6.6583223,0.90674007,0.011463981,4.384404,79.89754,4.221856,34.60374,0.6480242,0.34464097,0.96473306,0.071014,-0.9608949,-0.05596745,0.093782105,0.5709778,0.09052188,0.5012626,0.9369998,3.0949867,0.7727735,-0.5851980633966426,-0.03782901086798441
773,4.113206,0.39526272,4.631744,0.8394102,0.030258713,4.418869,76.34571,5.308186,35.218067,0.9033954,0.07715359,0.94908035,0.15425703,-0.7230538,0.21979952,0.12017358,0.33754063,0.00542428,0.21882272,1.9685053,3.5452077,0.9655796,-0.3062977184399162,0.16797859305378673
774,3.0464063,1.1733484,5.592266,0.87239146,0.049786482,2.1398602,82.35142,4.2444515,32.466133,0.7083536,0.21837044,0.5317882,0.20142277,-0.99942094,-0.19582278,0.89316744,0.94662297,0.09728264,0.90922314,1.4868025,3.04734,0.73747754,-0.9659330422957442,-0.06297327089320887
775,3.6487656,2.5487747,6.6574163,0.84832203,0.02983196,2.6588955,80.384315,4.3467636,34.481777,0.65448177,0.01380815,0.72119737,0.016036218,-0.8470752,0.237831,0.24554102,0.46325785,0.26541844,0.91724026,0.8705616,4.5844326,0.5994731,-0.1857835739697947,0.16578626687785888
776,3.2973242,1.6467812,6.817318,0.84346485,0.024735011,3.2158327,82.14572,4.2615747,33.355408,0.65072805,0.0046176547,0.94016826,0.025456171,-0.94805497,-0.0050002933,0.3137426,0.48910758,0.13462695,0.6556622,0.8434288,3.4571936,0.24966939,-0.10646829444761406,-0.0025772964965860416
777,3.712191,-0.2466321,2.961041,0.722829,0.036536846,5.249486,70.34548,5.8869743,33.797237,0.5406263,0.011415023,0.04549924,0.55777854,-0.9927736,-0.67898166,0.95132154,0.13923928,0.20126696,0.47090882,1.4477767,3.8663573,0.95757127,-0.9448442570211774,-0.17796330487707485
778,3.8534622,0.014456272,2.3355327,0.5232837,0.022962047,5.7258873,72.19021,5.7919273,37.80966,0.29110873,0.119198844,0.024509912,0.24839431,-0.9416101,-0.39044142,0.99233633,0.30892283,0.8489946,0.35900724,1.5068502,2.4415395,0.9569371,-0.6323922936856027,-0.042357816627418145
779,2.8879466,-0.45162082,8.851303,0.98090464,0.041949857,3.2681456,79.94921,2.9452846,34.306503,0.34832796,0.012302565,0.022420637,0.15370992,-0.10548478,0.5343659,0.9506277,0.44655323,0.113079354,0.12109834,1.4608581,2.9797368,0.73241615,-0.04661634429287956,0.12431947640378066
780,3.4376407,0.4783094,4.1378355,0.55183625,0.02800898,3.795023,72.237915,4.2006364,32.914375,0.8158422,0.16877529,0.22357921,0.13048688,-0.44976902,-0.41752023,0.8681901,0.13966079,0.9442829,0.14600573,1.1705922,4.4615173,0.24443889,-0.28035136728003335,-0.048697737613549084
781,3.5208106,1.845851,2.5994349,0.93545055,0.027961642,3.1540222,87.42322,5.210597,35.624172,0.82097703,0.20257276,0.9053576,0.13282259,0.33596027,0.19224298,0.4121522,0.08250013,0.05972583,0.19352977,1.0952882,3.030948,0.8636653,0.2511414747738936,0.10680234557832917
782,3.3697705,1.9344692,3.19842,0.78835064,0.058402896,2.5054703,70.97467,5.1580367,32.694855,0.28836012,0.2849866,0.33476433,0.07171097,-0.79407537,-0.013124943,0.6401549,0.015047979,0.8753123,0.037573338,1.1662961,4.824915,0.5085616,-0.7728120127266908,-0.0018189327598782566
783,3.2172232,2.1406736,4.491492,0.8795333,0.03363275,3.3388119,74.276886,4.842953,32.76164,0.25406146,0.12432474,0.55924064,0.2399155,-0.32792282,0.5186173,0.59863305,0.014823925,0.90357524,0.041298874,1.0478832,3.6775033,0.6231825,-0.3279228040701736,0.09697100961910426
784,3.8794384,0.5493746,4.2299666,0.7278937,0.02643648,3.2948914,93.92534,5.4292326,33.97689,0.85702425,0.1562574,0.575611,0.14643236,0.83373666,-0.862949,0.5936799,0.12815869,0.65335226,0.28063706,1.5950838,1.5949881,0.33938617,0.721761313611797,-0.38859225701793987
785,4.0019207,0.96846056,5.570916,0.81197596,0.026722884,2.9595013,87.66695,5.34485,34.25195,0.66223025,0.20908035,0.83380646,0.20413838,0.7585788,-0.84980273,0.58442324,0.15978122,0.7813662,0.18026166,1.3007392,1.953727,0.18937612,0.6763604173528831,-0.32836464374336327
786,3.1477537,1.0390782,5.1839375,0.9617975,0.06021342,3.3484135,86.74375,4.7720547,34.486206,0.9035362,0.2702438,0.49323985,0.11561376,-0.6880591,-0.23725921,0.1928374,0.023443775,0.21697941,0.2851919,3.4471958,1.8138107,0.5871322,-0.5366289394460159,-0.15667279856970284
787,3.8065033,1.5260036,3.3859367,0.67047215,0.03512212,4.268794,89.57253,5.8093476,34.80103,0.809353,0.034430556,0.6929246,0.08012788,0.6840731,0.3953923,0.7832431,0.19295725,0.8206407,0.004804957,1.8481995,4.902959,0.48062602,0.512071835162162,0.05660937439137144
788,4.2682886,1.7289181,4.902113,0.8248664,0.029852772,3.6455011,90.05371,5.0585966,32.86531,0.353333,0.059184898,0.71304524,0.38588947,-0.9149165,4.720688e-05,0.33938658,0.34677634,0.07071543,0.9193534,1.0194914,5.4657197,0.6118785,-0.3667617882737451,3.38608486858377e-05
789,4.0380287,2.7169366,5.9062614,0.75138974,0.04530286,2.8898325,73.6167,4.4871187,29.16422,0.84570056,0.0055429814,0.4788719,0.10851777,-0.95736253,0.7644919,0.59991086,0.56128544,0.94462496,0.34301457,1.0109744,8.400778,0.815471,-0.3492175870219245,0.20705044463485434
790,3.159305,2.8486142,6.2354784,0.9283102,0.06156016,2.3072014,96.24633,3.777074,32.40022,0.87357336,0.25099346,0.6986597,0.55405706,-0.40186387,-0.85400474,0.29940572,0.14981095,0.13950185,0.77777225,1.1734596,3.44366,0.5378972,-0.14512721569962966,-0.7071985572667461
791,3.259613,-0.7682437,5.6360283,0.8744841,0.029002355,1.8410912,98.56315,4.158573,35.327927,0.95291144,0.121820666,0.89381087,0.20766316,0.5504731,-0.41242242,0.11654548,0.12279587,0.40807998,0.523224,1.1924058,2.2537298,0.4860735,0.28467881063519257,-0.14793685004327223
792,3.615878,0.7898283,5.1432743,0.76525664,0.015116451,3.9645538,89.55444,5.0675516,33.90669,0.41320097,0.22585098,0.42479512,0.3195716,-0.28787494,-0.032878816,0.4626123,0.22037937,0.10468017,0.9905986,1.1205578,3.4486198,0.14640787,-0.06816625322927664,-0.018899544463483058
793,2.9874902,0.21100688,7.509128,0.72074413,0.03362557,3.6954393,83.736465,2.8080492,34.403046,0.5239053,0.07514599,0.5468617,0.39408255,0.8579165,0.63797724,0.2661333,0.06059667,0.06570543,0.9246871,2.3325543,3.64377,0.17274743,0.44697054885214094,0.5765424237994685
794,3.7397847,2.8054852,4.15934,0.7194152,0.035702825,3.806572,84.20063,5.842637,34.525864,0.5917771,0.16726434,0.42888588,0.017231848,-0.07021171,-0.5246394,0.7169579,0.111723736,0.88358825,0.011869965,3.0305457,3.4376678,0.9275541,-0.05339919876033166,-0.08828842644823609
795,3.7961702,2.2433248,2.422621,0.81989837,0.039966725,3.1344852,89.52132,5.854519,34.475803,0.93673956,0.16717727,0.63228136,0.11104367,0.6760136,-0.88223934,0.84944063,0.10159001,0.66007537,0.098840624,3.2301526,3.632612,0.9025912,0.5911337765187866,-0.33356866181127937
796,3.0710502,0.7157624,3.1957698,0.8640364,0.08584894,2.2213602,80.47359,5.9290037,34.73375,0.07657074,0.14823852,0.69526595,0.19432944,0.62725365,0.6116891,0.8311619,0.16245092,0.3846595,0.24721342,1.6127098,3.8474712,0.76522464,0.48422878577470746,0.1740813848748995
797,3.1344047,0.7313585,0.6827502,0.68693507,0.08978661,2.978714,78.931076,5.8469534,31.943863,0.8404552,0.13476703,0.26623854,0.1675245,0.42456973,0.38390708,0.34565824,0.104323395,0.8397179,0.07308644,2.6455421,3.8857005,0.4484671,0.3641140757937875,0.08974503744677033
798,3.5477276,0.48669624,5.37138,0.82066166,0.0469581,4.183811,92.827774,5.57046,33.447308,0.41418347,0.26365373,0.05984278,0.049241282,0.8315482,0.29345763,0.34984627,0.050056282,0.46484268,0.3426182,2.1513405,5.694009,0.33819327,0.6730274177073207,0.1200003567795395
799,3.1247501,0.80517864,5.1269817,0.8246424,0.05192508,2.5429058,77.32411,5.424755,34.585373,0.4467532,0.12082479,0.029820226,0.20440839,-0.601983,0.21288598,0.6662083,0.20530352,0.36894703,0.12446882,2.867731,1.8311329,0.7722856,-0.3982983959700415,0.053808665699847054
800,3.5478592,0.04938364,3.29976,0.6933949,0.056159914,3.3671875,70.80633,4.9634085,33.76554,0.11546085,0.008607866,0.0053322203,0.26964152,0.6332847,0.948758,0.4626855,0.25726762,0.71767265,0.22127393,2.0935783,8.318052,0.5742754,0.43597256840941045,0.7432915364742901
801,3.2431855,0.50322914,2.643896,0.6273925,0.041013625,1.2612343,92.76445,5.1925626,35.721027,0.73303074,0.028762437,0.027063621,0.024503773,-0.13838446,-0.910214,0.5328217,0.18074776,0.24122453,0.08171001,1.0988591,5.818446,0.76961464,-0.054112152192257436,-0.6484046689729946
802,3.4431758,1.4719989,5.138983,0.5569979,0.06842153,3.674429,80.73886,5.289117,34.5356,0.33589792,0.037751064,0.3584614,0.054841913,0.9889827,0.80517876,0.6074636,0.2786584,0.2914116,0.133023,1.2515477,2.8481717,0.74179804,0.9725545743175706,0.5085126857742679
803,3.8376818,3.198968,4.8279324,0.90032935,0.017947694,2.16778,85.94964,5.328521,33.414993,0.32288238,0.24519663,0.32331875,0.35942054,0.92568827,0.38329482,0.42762476,0.05627061,0.4897519,0.32377693,2.055897,3.309814,0.9471539,0.8754982426645708,0.14418072692908138
804,3.7911787,2.92038,4.7590003,0.93287313,0.020727409,1.9877481,90.796234,5.233844,33.60702,0.2544501,0.17250729,0.2599104,0.21953474,0.8799195,0.3716017,0.32788575,0.049233854,0.8337951,0.6456594,1.6769797,5.52347,0.9351072,0.6187429428794511,0.09983369962234263
805,3.7282825,0.3252282,6.2775545,0.90349275,0.036132418,3.658658,86.85782,4.2587566,35.326828,0.32049975,0.13410303,0.10164108,0.25691062,0.82428706,0.51633406,0.63432616,0.41361386,0.87141746,0.13888708,1.3673807,5.0209923,0.9960878,0.6497036697702222,0.09659893249819813
806,3.0593858,2.0956573,6.9974585,0.6862493,0.030069785,2.63873,79.82756,4.5357714,33.714046,0.5636812,0.1700337,0.8093172,0.03069489,-0.6833935,0.6337497,0.38401687,0.0021758894,0.37805212,0.21533637,1.64771,1.7636747,0.71521795,-0.5073263130112209,0.35888981438367545
