event,lnBayes
GW150914,0.025616067
GW150914,0.02443646
GW150914,0.030550959
GW150914,0.18640293
GW150914,0.13473798
GW150914,0.27601346
GW150914,0.09003736
GW150914,0.40560347
GW150914,0.020572264
GW150914,0.015516746
GW150914,0.37683347
GW150914,0.24968244
GW150914,0.28124765
GW150914,0.242888
GW150914,0.018055016
GW150914,0.2545753
GW150914,0.6290693
GW150914,0.028376052
GW150914,0.022055576
GW150914,0.048353266
GW150914,0.019940391
GW150914,0.08964017
GW150914,0.017044373
GW150914,0.013025201
GW150914,0.010372186
GW150914,0.008988394
GW150914,0.01843591
GW150914,0.018755004
GW150914,0.031078288
GW150914,0.012132185
GW150914,0.015080489
GW150914,0.099532224
GW150914,0.46704668
GW150914,0.05701784
GW150914,0.31689736
GW150914,0.012569494
GW150914,0.018562764
GW150914,0.08777757
GW150914,0.016670216
GW150914,0.05606454
GW150914,0.08529091
GW150914,0.03956082
GW150914,0.025471158
GW150914,0.058322497
GW150914,0.013742359
GW150914,0.02684592
GW150914,0.02010678
GW150914,0.2905443
GW150914,0.32673314
GW150914,0.20457216
GW150914,0.14519118
GW150914,0.09760895
GW150914,0.06817429
GW150914,0.016725551
GW150914,0.044066466
GW150914,0.17142202
GW150914,0.03165443
GW150914,0.07699066
GW150914,0.108065516
GW150914,0.26049668
GW150914,0.1113758
GW150914,0.018287502
GW150914,0.38508648
GW150914,0.07597347
GW150914,0.62648726
GW150914,0.023176609
GW150914,0.084670514
GW150914,0.6316772
GW150914,0.039104898
GW150914,1.7167635
GW150914,0.027026717
GW150914,0.096999176
GW150914,0.38392913
GW150914,0.6316967
GW150914,0.08520368
GW150914,0.7472152
GW150914,0.7472152
GW150914,0.027579332
GW150914,0.02508073
GW150914,0.016313042
GW150914,0.014217747
GW150914,0.022161221
GW150914,0.028176267
GW150914,0.17768006
GW150914,0.14641196
GW150914,0.08182951
GW150914,0.82936573
GW150914,0.2382774
GW150914,0.1366873
GW150914,0.38686988
GW150914,0.07709794
GW150914,0.09502222
GW150914,0.11659342
GW150914,0.341836
GW150914,0.017929154
GW150914,0.017758418
GW150914,0.007782495
GW150914,0.016366994
GW150914,1.9837313
GW150914,0.014367112
GW150914,0.027628034
GW150914,0.013627002
GW150914,0.6080808
GW150914,0.06905837
GW150914,0.07973194
GW150914,0.20398808
GW150914,0.033060513
GW150914,0.432527
