event,lnBayes
GW150914,0.18198934
GW150914,0.7507411
GW150914,0.23138718
GW150914,1.7184049
GW150914,0.18272643
GW150914,1.4215866
GW150914,0.7394147
GW150914,1.1324718
GW150914,1.7959139
GW150914,0.61252
GW150914,1.9540555
GW150914,0.20696814
GW150914,0.14554907
GW150914,1.3402094
GW150914,-0.07653847
GW150914,1.1769148
GW150914,0.8222408
GW150914,0.9384202
GW150914,0.82865155
GW150914,1.0140404
GW150914,0.601714
GW150914,0.8476849
GW150914,0.47418892
GW150914,2.1861336
GW150914,0.47145507
GW150914,0.23084961
GW150914,1.0512396
GW150914,1.1857679
GW150914,1.5084537
GW150914,0.73946446
GW150914,0.4840627
GW150914,0.41679028
GW150914,0.5574752
GW150914,0.22680087
GW150914,1.6419252
GW150914,0.37638462
GW150914,0.63986796
GW150914,0.5000805
GW150914,1.8133683
GW150914,0.745423
GW150914,1.0158147
GW150914,0.57838947
GW150914,0.139798
GW150914,2.2627196
GW150914,1.6393284
GW150914,1.5798842
GW150914,1.6626763
GW150914,1.6428456
GW150914,1.4783998
GW150914,1.4799199
GW150914,2.3647804
GW150914,0.73936176
GW150914,0.959327
GW150914,0.994892
GW150914,0.45753625
GW150914,-0.32417396
GW150914,0.52357936
GW150914,1.0257796
GW150914,1.0587801
GW150914,0.65668875
GW150914,1.157957
GW150914,0.654876
GW150914,2.2356966
GW150914,0.16223651
GW150914,1.4834886
GW150914,0.28629398
GW150914,0.8742471
GW150914,0.06676824
GW150914,1.8351448
GW150914,1.1311907
GW150914,2.1741164
GW150914,0.6276646
GW150914,0.9840843
GW150914,1.179334
GW150914,0.70913345
GW150914,0.64241445
GW150914,0.6205942
GW150914,1.1469979
GW150914,0.67190206
GW150914,0.67739695
GW150914,1.2014346
GW150914,0.52434385
GW150914,1.3471009
GW150914,-0.13253388
GW150914,2.3842144
GW150914,0.36817956
GW150914,0.5419736
GW150914,0.20847696
GW150914,2.7879157
GW150914,1.3909984
GW150914,0.8703048
GW150914,0.5650931
GW150914,1.5828263
GW150914,0.75730747
GW150914,1.3774145
GW150914,0.5485566
GW150914,0.62362015
GW150914,3.3710103
GW150914,1.5826609
GW150914,0.34325242
GW150914,0.65020806
GW150914,0.7345134
GW150914,1.5843819
GW150914,0.3642052
GW150914,0.92638016
GW150914,0.09320828
GW150914,-0.17649
GW150914,1.12301
GW150914,0.58840877
GW150914,0.6347262
GW150914,0.9902774
GW150914,1.0111346
GW150914,0.96479726
GW150914,1.6764325
GW150914,0.76878184
GW150914,1.1073447
GW150914,1.0351783
GW150914,0.5686064
GW150914,2.8014207
GW150914,2.0365262
GW150914,0.43637508
GW150914,1.470372
GW150914,1.1946236
GW150914,0.8721143
GW150914,-0.14095345
GW150914,0.61647916
GW150914,0.5286195
GW150914,0.83034015
GW150914,1.1956885
GW150914,0.9188926
GW150914,0.19817606
GW150914,0.33334428
GW150914,0.31840572
GW150914,0.17315623
GW150914,0.9997619
GW150914,1.2307093
GW150914,1.4547113
GW150914,1.4547113
GW150914,0.9386517
GW150914,1.7339514
GW150914,2.056707
GW150914,-0.42460823
GW150914,0.22693114
GW150914,0.6390992
GW150914,1.0719528
GW150914,2.4239073
GW150914,1.0544722
GW150914,0.809177
GW150914,1.1111108
GW150914,1.0116688
GW150914,1.1104194
GW150914,1.4166868
GW150914,1.1607392
GW150914,0.5740588
GW150914,0.21558659
GW150914,1.2841706
GW150914,1.8492064
GW150914,1.3035532
GW150914,1.0988528
GW150914,0.6251672
GW150914,0.9100721
GW150914,0.75152105
GW150914,2.2886758
GW150914,1.7724581
GW150914,0.5823572
GW150914,1.3021992
GW150914,0.94342244
GW150914,-0.5276115
GW150914,-0.4077869
GW150914,3.8171716
GW150914,0.2421309
GW150914,2.049078
GW150914,0.5967556
GW150914,0.89417577
GW150914,0.70402145
GW150914,0.70402145
GW150914,0.8601471
GW150914,1.3197156
GW150914,0.9748072
GW150914,1.1390976
GW150914,1.7936409
GW150914,0.35665354
GW150914,0.8810356
GW150914,1.4432629
GW150914,0.58290017
GW150914,0.3220325
GW150914,2.6602209
GW150914,2.166508
GW150914,-0.07399651
GW150914,2.519117
GW150914,2.519117
GW150914,2.734362
GW150914,3.31724
GW150914,3.31724
GW150914,3.6973863
GW150914,0.00066842145
GW150914,0.47448963
GW150914,1.5459827
GW150914,0.062646165
GW150914,2.9647865
GW150914,3.2693841
GW150914,-0.28947505
GW150914,1.030812
GW150914,0.744823
GW150914,0.72800505
GW150914,0.34355998
GW150914,1.3895891
GW150914,1.330713
GW150914,0.8882264
GW150914,1.7937932
GW150914,1.5015924
GW150914,1.0812194
GW150914,1.0858982
GW150914,1.527646
GW150914,0.9934963
GW150914,1.4006263
GW150914,1.661663
GW150914,1.4044755
GW150914,0.76436114
GW150914,1.7855543
GW150914,0.8501817
GW150914,-0.6381438
GW150914,1.8197579
GW150914,-0.15777993
GW150914,1.2056863
GW150914,0.006238748
GW150914,0.30590332
GW150914,2.0939927
GW150914,2.0394053
GW150914,0.25112173
GW150914,1.3296123
GW150914,0.9250584
